Unnamed: 0,Unnamed: 1,Indicadores,Programa (MWh),Programa (MWh).1,Programa (MWh).2,Programa (MWh).3,Programa (MWh).4,Programa (MWh).5,Programa (MWh).6,Programa (MWh).7,Programa (MWh).8,Programa (MWh).9,Programa (MWh).10,Programa (MWh).11,Programa (MWh).12,Programa (MWh).13,Programa (MWh).14,Programa (MWh).15,Programa (MWh).16,Programa (MWh).17,Programa (MWh).18,Programa (MWh).19,Programa (MWh).20,Programa (MWh).21,Programa (MWh).22,Programa (MWh).23,Programa (MWh).24,Programa (MWh).25,Programa (MWh).26,Programa (MWh).27,Programa (MWh).28,Programa (MWh).29,Programa (MWh).30,Programa (MWh).31,Programa (MWh).32,Programa (MWh).33,Programa (MWh).34,Programa (MWh).35,Programa (MWh).36,Programa (MWh).37,Programa (MWh).38,Programa (MWh).39,Programa (MWh).40,Programa (MWh).41,Programa (MWh).42,Programa (MWh).43,Programa (MWh).44,Programa (MWh).45,Programa (MWh).46,Programa (MWh).47,Programa (MWh).48,Programa (MWh).49,Programa (MWh).50,Programa (MWh).51,Programa (MWh).52,Programa (MWh).53,Programa (MWh).54,Programa (MWh).55,Programa (MWh).56,Programa (MWh).57,Programa (MWh).58,Programa (MWh).59,Programa (MWh).60,Programa (MWh).61,Programa (MWh).62,Programa (MWh).63,Programa (MWh).64,Programa (MWh).65,Programa (MWh).66,Programa (MWh).67,Programa (MWh).68,Programa (MWh).69,Programa (MWh).70,Programa (MWh).71,Programa (MWh).72,Programa (MWh).73,Programa (MWh).74,Programa (MWh).75,Programa (MWh).76,Programa (MWh).77,Programa (MWh).78,Programa (MWh).79,Programa (MWh).80,Programa (MWh).81,Programa (MWh).82,Programa (MWh).83,Programa (MWh).84,Programa (MWh).85,Programa (MWh).86,Programa (MWh).87,Programa (MWh).88,Programa (MWh).89,Programa (MWh).90,Programa (MWh).91,Programa (MWh).92,Programa (MWh).93,Programa (MWh).94,Programa (MWh).95,Programa (MWh).96
AFIROHC,17,,"-62,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-3,125","-3,125","-3,125","-3,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGENC01,8,,"-177,225","-1,300","-1,300","-1,300","-1,300","-1,200","-1,200","-1,200","-1,200","-1,150","-1,150","-1,150","-1,150","-1,125","-1,125","-1,125","-1,125","-1,150","-1,150","-1,150","-1,125","-1,250","-1,250","-1,250","-1,250","-1,625","-1,600","-1,600","-1,575","-2,025","-2,025","-2,025","-2,000","-2,275","-2,250","-2,225","-2,225","-2,325","-2,325","-2,325","-2,325","-2,350","-2,325","-2,325","-2,325","-2,350","-2,350","-2,350","-2,350","-2,375","-2,375","-2,375","-2,350","-2,350","-2,350","-2,375","-2,375","-2,200","-2,200","-2,200","-2,200","-2,050","-2,050","-2,050","-2,050","-1,975","-1,975","-1,975","-1,975","-1,925","-1,950","-1,950","-1,950","-1,925","-1,925","-1,925","-1,925","-2,000","-2,000","-2,000","-2,000","-2,075","-2,100","-2,100","-2,100","-2,075","-2,075","-2,100","-2,125","-1,775","-1,750","-1,750","-1,750","-1,500","-1,500","-1,500","-1,500"
AGMAC01,7,,"-16,875","-0,050","-0,050","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,050","-0,075","-0,125","-0,150","-0,150","-0,175","-0,150","-0,150","-0,125","-0,250","-0,225","-0,300","-0,275","-0,350","-0,275","-0,300","-0,325","-0,300","-0,275","-0,300","-0,325","-0,300","-0,250","-0,275","-0,300","-0,250","-0,275","-0,275","-0,175","-0,200","-0,325","-0,300","-0,200","-0,225","-0,125","-0,125","-0,200","-0,225","-0,200","-0,300","-0,300","-0,225","-0,150","-0,300","-0,275","-0,300","-0,325","-0,375","-0,300","-0,300","-0,250","-0,350","-0,350","-0,200","-0,125","-0,125","-0,125","-0,150","-0,175","-0,175","-0,175","-0,150","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,100","-0,050"
AGRIC01,8,,"-435,050","-4,000","-3,875","-3,800","-3,750","-3,950","-4,050","-4,025","-3,850","-3,850","-3,975","-3,975","-3,800","-3,800","-3,800","-3,925","-3,925","-3,875","-3,850","-3,750","-3,800","-4,025","-4,100","-4,250","-4,250","-4,575","-5,150","-4,900","-5,025","-5,175","-5,300","-5,425","-5,475","-5,225","-5,275","-5,050","-5,025","-5,000","-4,975","-4,975","-4,950","-5,475","-5,450","-5,450","-5,425","-5,400","-5,400","-5,350","-5,325","-5,300","-5,275","-5,250","-5,225","-5,225","-5,200","-5,175","-5,175","-5,125","-5,100","-5,100","-5,125","-5,175","-5,200","-5,250","-5,275","-5,300","-5,325","-5,400","-5,425","-5,650","-5,675","-5,700","-5,700","-5,475","-5,475","-5,500","-5,575","-5,700","-5,775","-5,800","-5,800","-5,825","-6,050","-5,775",,,,,,,,"-4,500","-4,425","-4,350","-4,250","-4,200","-4,200"
AGUAV,10,,"300,050",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,150","0,450","0,950","1,600","2,325","3,075","3,900","4,775","1,525","6,150","6,600","6,950","7,250","7,475","7,650","7,775","7,875","8,000","7,750","7,875","8,000","8,150","8,300","8,475","8,600","8,650","8,650","8,625","8,550","6,750","6,750","6,500","6,500","7,500","7,250","7,250","7,000","5,750","5,750","5,750","5,500","3,000","2,750","2,750","2,500","2,500","2,500","2,500","2,250","5,300","4,725","4,050","3,400","2,750","2,050","1,375","0,800","0,375","0,100",,,,,,,,,,
AGUB,3,,"-3891,675",,,,,,,,,,,,"-44,500",,"-3,750","-6,050","-10,375",,,,,,,,,,,,,,,,,,"-66,750","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000",,,,,"-89,000","-89,000","-89,000","-22,250",,,,,,,,,,,,,,,
AGUG,1,,"1287,500","20,000","20,000","20,000","20,000","20,000",,,,,,,,,,,,,,,,,,,,,,,"31,100","40,000","40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,125","90,100","90,100","0,075",,,,,,"60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","45,000"
AHORC01,8,,"-30,500","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,300","-0,300","-0,300","-0,300","-0,325","-0,325","-0,325","-0,325","-0,375","-0,350","-0,350","-0,350","-0,375","-0,375","-0,375","-0,375","-0,400","-0,400","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,400","-0,375","-0,375","-0,350","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,325","-0,325","-0,325","-0,375","-0,350","-0,350","-0,325","-0,350","-0,350","-0,350","-0,325","-0,350","-0,325","-0,325","-0,300"
AHTC01,8,,"-0,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIREC01,8,,"-448,850","-4,650","-4,650","-4,650","-4,625","-4,775","-4,850","-4,825","-4,750","-3,800","-3,925","-3,900","-3,700","-3,675","-3,625","-3,775","-3,775","-3,775","-3,775","-3,625","-3,650","-4,375","-4,825","-5,175","-5,100","-5,175","-5,350","-5,250","-5,275","-5,350","-5,400","-5,450","-5,125","-4,950","-4,950","-4,200","-4,175","-4,125","-4,100","-4,100","-4,075","-4,400","-4,400","-4,375","-4,325","-5,075","-5,075","-5,050","-5,025","-4,975","-5,000","-4,975","-5,000","-4,650","-4,625","-4,650","-4,650","-4,675","-4,650","-4,650","-4,650","-4,675","-4,675","-4,675","-4,700","-4,675","-4,675","-4,675","-4,675","-5,750","-5,750","-5,725","-5,725","-5,625","-5,625","-5,650","-5,650","-5,700","-5,750","-5,750","-5,750","-5,925","-6,025","-5,375","-3,350","-3,725","-3,325","-2,550","-2,550","-3,400","-3,775","-4,000","-4,875","-3,950","-4,850","-5,425","-5,700"
AIREV01,2,,"33,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,075","0,125","0,200","0,250","0,300","0,350","0,400","0,450","0,500","0,575","0,650","0,700","0,750","0,800","0,850","0,900","0,900","0,900","0,900","0,925","0,950","0,975","1,000","1,025","1,025","1,025","1,000","1,000","1,000","0,975","0,950","0,950","0,925","0,900","0,850","0,825","0,775","0,725","0,700","0,650","0,600","0,550","0,500","0,425","0,350","0,275","0,250","0,200","0,150","0,100","0,075","0,025","0,025",,,,,,,,,,,
AIZEC01,8,,"-12,750","-0,150","-0,150","-0,150","-0,150","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,150","-0,150","-0,150","-0,150","-0,175","-0,175","-0,175","-0,200","-0,200","-0,225","-0,225","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250",,,,,,,,,,,,,,,,,,,,,"-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,175","-0,175","-0,175","-0,175","-0,175",,,,"-0,150","-0,175",,,,"-0,175","-0,175","-0,175"
AJENC01,8,,"-15,700","-0,150","-0,150","-0,150","-0,150","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,150","-0,150","-0,150","-0,150","-0,150","-0,150","-0,150","-0,150","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,200","-0,200","-0,200","-0,200","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175"
ALAHC01,8,,"-39,550","-0,400","-0,375","-0,375","-0,375","-0,375","-0,375","-0,350","-0,350","-0,350","-0,325","-0,325","-0,300","-0,325","-0,300","-0,300","-0,300","-0,300","-0,300","-0,325","-0,325","-0,300","-0,300","-0,300","-0,300","-0,325","-0,350","-0,350","-0,350","-0,375","-0,375","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,425","-0,425","-0,425","-0,425","-0,450","-0,450","-0,450","-0,450","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,450","-0,450","-0,475","-0,475","-0,450","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,500","-0,475","-0,475","-0,450","-0,475","-0,475","-0,475","-0,450","-0,475","-0,475","-0,475","-0,450","-0,450","-0,450","-0,425","-0,425","-0,425","-0,400","-0,400"
ALARCOS,10,,"92,650",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,050","0,200","0,625","1,350","2,325","3,525","4,675","5,725","6,625","2,250","2,250","2,000","2,000","1,750","1,750","1,500","1,500",,,,,,,,,,,,,,,,,"0,750","0,750","0,750","0,750","0,750","0,750","0,750","0,750","0,750","0,750","0,750","1,000","3,000","3,250","3,000","3,000","4,500","4,750","4,750","4,750","4,375","3,375","2,325","1,250","0,550","0,275","0,100","0,025",,,,,,,,
ALBATER,10,,"3,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,025","0,050","0,075","0,100","0,125","0,150","0,200","0,225","0,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,300","0,300","0,275","0,250","0,200","0,175","0,125","0,100","0,075","0,050","0,025","0,025","0,025",,,,,,,,,,,,
ALBCC01,8,,"-9,650","-0,100","-0,100","-0,100","-0,100","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,100","-0,100","-0,100","-0,100","-0,050","-0,050","-0,050","-0,050","-0,025","-0,025","-0,025","-0,025","-0,050","-0,050","-0,050","-0,050","-0,025","-0,025","-0,025","-0,025","-0,050","-0,050","-0,050","-0,050","-0,025","-0,025","-0,025","-0,050","-0,075","-0,100","-0,100","-0,125","-0,125","-0,150","-0,150","-0,175","-0,150","-0,150","-0,150","-0,150","-0,175","-0,175","-0,175","-0,175","-0,200","-0,200","-0,200","-0,200","-0,200","-0,175","-0,175","-0,175","-0,150","-0,150","-0,150","-0,150"
ALBOLOT,10,,"0,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,025","0,025","0,025","0,050","0,050","0,075","0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALCAC01,8,,"-564,200","-4,800","-4,700","-4,600","-4,600","-4,400","-4,400","-4,400","-4,300","-4,200","-4,200","-4,200","-4,100","-4,100","-4,100","-4,100","-4,100","-4,100","-4,100","-4,100","-4,100","-4,100","-4,200","-4,300","-4,500","-4,800","-4,900","-5,100","-5,200","-5,700","-5,700","-5,900","-5,800","-6,400","-6,400","-6,400","-6,300","-6,800","-6,700","-6,700","-6,600","-6,900","-6,900","-6,900","-6,900","-7,100","-7,100","-7,100","-7,100","-7,200","-7,100","-7,200","-7,200","-7,200","-7,200","-7,100","-7,100","-6,800","-6,700","-6,700","-6,800","-6,700","-6,600","-6,700","-6,800","-6,600","-6,500","-6,500","-6,500","-6,500","-6,500","-6,500","-6,600","-6,300","-6,400","-6,400","-6,500","-6,300","-6,400","-6,500","-6,600","-6,400","-6,500","-6,400","-6,400","-6,300","-6,200","-6,200","-6,200","-6,200","-6,000","-5,800","-5,700","-5,400","-5,300","-5,200","-5,100"
ALCAZA2,10,,"2,725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,025","0,050","0,100","0,125","0,175","0,200",,"0,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,350","0,300","0,275","0,225","0,200","0,150","0,100","0,075","0,050","0,025",,,,,,,,,,,,
ALDDC01,8,,"-64,800","-0,925","-0,900","-0,875","-0,900","-0,925","-0,950","-0,925","-0,900","-0,825","-0,800","-0,775","-0,775","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,775","-0,800","-0,775","-0,750","-0,675","-0,575","-0,525","-0,500","-0,525","-0,600","-0,625","-0,650","-0,650","-0,650","-0,650","-0,650","-0,650","-0,625","-0,625","-0,625","-0,625","-0,600","-0,600","-0,600","-0,600","-0,600","-0,600","-0,600","-0,575","-0,575","-0,550","-0,550","-0,525","-0,525","-0,500","-0,500","-0,475","-0,450","-0,425","-0,425","-0,425","-0,450","-0,450","-0,450","-0,450","-0,450","-0,475","-0,475","-0,500","-0,525","-0,550","-0,550","-0,575","-0,575","-0,600","-0,600","-0,600","-0,600","-0,600","-0,600","-0,600","-0,525","-0,525","-0,575","-0,675","-0,925","-1,050","-1,125","-1,100","-1,050","-1,050","-1,025","-1,000"
ALDEC01,8,,"-1,900","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025",,,,,,,,,,,,,,,,,,,,,,,,"-0,025","-0,025","-0,025","-0,025","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,025","-0,025","-0,025","-0,025",,,,"-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025",,,,,,,,,,,,"-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025"
ALDEHU,10,,"290,550","4,825","4,750","4,675","4,600","4,525","4,450","4,400","4,325","4,225","4,150","4,050","3,950","3,825","3,675","3,525","3,350","3,200","3,050","2,900","2,750","2,650","2,575","2,500","2,425","2,375","2,400","2,400","2,425","2,375","2,275","2,175","2,075","1,975","1,825","1,700","1,575","1,450","1,325","1,225","1,125","1,025","0,925","0,850","0,750","0,700","0,700","0,700","0,675","0,725","0,800","0,875","0,925","1,050","1,175","1,300","1,450","1,575","1,725","1,850","1,975","2,125","2,250","2,350","2,475","2,600","2,725","2,850","2,975","3,125","3,300","3,450","3,625","3,825","4,025","4,225","4,425","4,575","4,675","4,775","4,875","4,950","5,025","5,100","5,150","5,175","5,125","5,075","5,050","5,000","4,950","4,875","4,825","4,800","4,800","4,800","4,800"
ALDRC01,8,,"-8505,125","-69,625","-69,550","-69,500","-67,750","-66,225","-64,800","-63,575","-62,500","-61,525","-60,600","-59,850","-59,300","-58,975","-58,750","-58,625","-58,525","-58,350","-58,225","-58,150","-58,275","-58,650","-59,675","-61,075","-63,250","-66,050","-69,350","-72,450","-75,700","-78,775","-82,475","-85,625","-88,550","-91,375","-94,225","-96,400","-97,900","-99,225","-100,025","-100,825","-101,750","-103,000","-104,125","-105,175","-106,075","-107,025","-107,625","-108,175","-108,700","-109,200","-109,850","-110,350","-110,550","-110,325","-110,025","-109,575","-108,750","-107,600","-106,350","-105,375","-104,550","-103,900","-102,850","-101,925","-101,000","-100,100","-99,075","-98,300","-97,725","-97,300","-96,800","-96,375","-96,125","-96,200","-96,500","-97,025","-97,625","-98,225","-98,600","-98,850","-99,225","-99,775","-100,125","-100,175","-99,925","-99,925","-99,150","-98,075","-96,775","-95,225","-93,475","-91,500","-89,150","-86,275","-83,225","-80,000","-80,200"
ALDRV01,2,,"10,525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,025","0,050","0,050","0,075","0,100","0,100","0,125","0,150","0,175","0,175","0,200","0,225","0,225","0,250","0,250","0,275","0,275","0,300","0,300","0,325","0,325","0,325","0,325","0,350","0,350","0,350","0,350","0,325","0,325","0,325","0,325","0,325","0,300","0,300","0,275","0,275","0,250","0,225","0,200","0,175","0,175","0,150","0,125","0,100","0,075","0,075","0,050","0,050","0,025","0,025",,,,,,,,,,,,,,
ALHAM,10,,"28,925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,050","0,075","0,125","0,150","0,175","0,175","0,225","0,275","0,300","0,325","0,400","0,475","0,575","0,700","0,725","0,750","0,800","0,825","0,875","0,925","0,950","0,975","0,950","0,975","0,975","0,975","0,950","0,925","0,925","0,925","0,925","0,900","0,850","0,825","0,800","0,775","0,725","0,675","0,625","0,550","0,500","0,475","0,425","0,375","0,325","0,250","0,175","0,125","0,075","0,050","0,025",,,,,,,,,,,,,
ALIOC01,8,,"-6,550","-0,075","-0,075","-0,075","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,075","-0,075","-0,075","-0,075","-0,075"
ALMAC01,7,,"-83,000","-1,050","-1,050","-1,050","-1,050","-1,050","-1,050","-1,050","-1,050","-1,025","-1,025","-1,025","-1,025","-1,025","-1,025","-1,025","-1,025","-1,025","-1,025","-1,025","-1,025","-0,975","-0,975","-0,975","-0,975","-0,950","-0,950","-0,950","-0,950","-0,950","-0,950","-0,950","-0,950","-0,925","-0,925","-0,925","-0,925","-0,925","-0,925","-0,925","-0,925","-0,900","-0,900","-0,900","-0,900","-0,650","-0,650","-0,650","-0,650","-0,650","-0,650","-0,650","-0,650","-0,650","-0,650","-0,650","-0,650","-0,625","-0,625","-0,625","-0,625","-0,600","-0,600","-0,600","-0,600","-0,575","-0,575","-0,575","-0,575","-0,750","-0,750","-0,750","-0,750","-0,775","-0,775","-0,775","-0,775","-0,825","-0,825","-0,825","-0,825","-0,925","-0,925","-0,925","-0,925","-0,950","-0,950","-0,950","-0,950","-0,975","-0,975","-0,975","-0,975","-1,000","-1,000","-1,000","-1,000"
ALPXC01,8,,"-125,050","-0,875","-0,850","-0,850","-0,825","-0,800","-0,800","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,750","-0,750","-0,750","-0,750","-0,775","-0,775","-0,775","-0,800","-0,775","-0,775","-0,800","-0,850","-0,875","-0,900","-0,975","-1,050","-1,175","-1,250","-1,325","-1,400","-1,500","-1,575","-1,625","-1,700","-1,750","-1,800","-1,825","-1,850","-1,825","-1,850","-1,850","-1,875","-1,900","-1,900","-1,900","-1,900","-1,900","-1,900","-1,900","-1,875","-1,850","-1,825","-1,775","-1,750","-1,725","-1,700","-1,650","-1,625","-1,575","-1,525","-1,500","-1,500","-1,525","-1,525","-1,525","-1,500","-1,500","-1,500","-1,500","-1,475","-1,475","-1,475","-1,450","-1,425","-1,375","-1,350","-1,325","-1,300","-1,300","-1,275","-1,250","-1,225","-1,200","-1,175","-1,150","-1,125","-1,100","-1,075","-1,050","-1,025","-0,975","-0,950","-0,925","-0,900"
ALQSC01,8,,"-90,650","-1,100","-1,050","-1,000","-0,975","-0,925","-0,900","-0,875","-0,825","-0,800","-0,775","-0,750","-0,725","-0,725","-0,700","-0,700","-0,675","-0,675","-0,650","-0,650","-0,650","-0,675","-0,675","-0,675","-0,675","-0,700","-0,725","-0,725","-0,750","-0,775","-0,800","-0,800","-0,800","-0,825","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,825","-0,825","-0,850","-0,850","-0,875","-0,875","-0,900","-0,900","-0,925","-0,925","-0,950","-0,975","-1,000","-1,050","-1,050","-1,075","-1,100","-1,125","-1,125","-1,100","-1,075","-1,075","-1,050","-1,025","-1,025","-1,000","-1,000","-1,000","-0,975","-0,975","-1,000","-1,000","-1,000","-1,000","-1,025","-1,050","-1,050","-1,075","-1,100","-1,125","-1,150","-1,175","-1,200","-1,225","-1,250","-1,275","-1,300","-1,300","-1,325","-1,300","-1,275","-1,225","-1,175","-1,125","-1,075","-1,025"
ALSEC01,8,,"-114,600","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-0,900","-1,000","-1,000","-1,100","-1,100","-1,100","-1,100","-1,200","-1,200","-1,200","-1,200","-1,300","-1,300","-1,200","-1,200","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,200","-1,200","-1,200","-1,200","-1,200","-1,200","-1,200","-1,200","-1,100","-1,100","-1,100","-1,200","-1,200","-1,200","-1,200","-1,200","-1,200","-1,200","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,400","-1,300","-1,300","-1,300","-1,300","-1,300","-1,200","-1,200","-1,200"
ALUEC01,8,,"-161,800","-0,900","-0,900","-0,900","-0,900","-0,825","-0,825","-0,825","-0,825","-0,800","-0,800","-0,800","-0,800","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,875","-0,875","-0,875","-0,875","-0,900","-0,900","-0,900","-0,900","-1,000","-1,000","-1,000","-1,000","-1,125","-1,125","-1,125","-1,125","-1,175","-1,175","-1,175","-1,175","-1,200","-1,200","-1,200","-1,200","-1,225","-1,225","-1,225","-1,225","-1,225","-1,225","-1,225","-1,225","-1,175","-1,175","-1,175","-1,175","-1,100","-1,100","-1,100","-1,100","-1,050","-1,050","-1,050","-1,050","-1,050","-1,050","-1,050","-1,050","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750","-3,750"
ALUZC01,8,,"-420,500","-3,800","-3,800","-3,700","-3,700","-3,400","-3,400","-3,400","-3,300","-3,200","-3,200","-3,100","-3,100","-3,100","-3,100","-3,100","-3,000","-3,000","-3,000","-3,000","-3,000","-3,000","-3,000","-3,100","-3,100","-3,200","-3,200","-3,300","-3,400","-3,500","-3,600","-3,700","-3,700","-4,300","-4,400","-4,400","-4,400","-4,800","-4,800","-4,800","-4,700","-5,100","-5,100","-5,100","-5,000","-5,200","-5,200","-5,200","-5,200","-5,300","-5,300","-5,300","-5,400","-5,400","-5,500","-5,500","-5,500","-5,200","-5,200","-5,100","-5,000","-4,800","-4,800","-4,900","-4,800","-4,700","-4,800","-4,800","-4,800","-4,800","-4,700","-4,800","-4,800","-4,800","-4,800","-4,900","-5,000","-4,900","-5,000","-5,000","-5,000","-5,000","-5,000","-5,000","-5,000","-5,000","-5,000","-5,000","-5,000","-5,100","-4,900","-4,800","-4,700","-4,500","-4,400","-4,400","-4,200"
