Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Dia,12-junio-2026,12-junio-2026.1,12-junio-2026.2,12-junio-2026.3,12-junio-2026.4,12-junio-2026.5,12-junio-2026.6,12-junio-2026.7,12-junio-2026.8,12-junio-2026.9,12-junio-2026.10,12-junio-2026.11,12-junio-2026.12,12-junio-2026.13,12-junio-2026.14,12-junio-2026.15,12-junio-2026.16,12-junio-2026.17,12-junio-2026.18,12-junio-2026.19,12-junio-2026.20,12-junio-2026.21,12-junio-2026.22,12-junio-2026.23,12-junio-2026.24,12-junio-2026.25,12-junio-2026.26,12-junio-2026.27,12-junio-2026.28,12-junio-2026.29,12-junio-2026.30,12-junio-2026.31,12-junio-2026.32,12-junio-2026.33,12-junio-2026.34,12-junio-2026.35,12-junio-2026.36,12-junio-2026.37,12-junio-2026.38,12-junio-2026.39,12-junio-2026.40,12-junio-2026.41,12-junio-2026.42,12-junio-2026.43,12-junio-2026.44,12-junio-2026.45,12-junio-2026.46,12-junio-2026.47,12-junio-2026.48,12-junio-2026.49,12-junio-2026.50,12-junio-2026.51,12-junio-2026.52,12-junio-2026.53,12-junio-2026.54,12-junio-2026.55,12-junio-2026.56,12-junio-2026.57,12-junio-2026.58,12-junio-2026.59,12-junio-2026.60,12-junio-2026.61,12-junio-2026.62,12-junio-2026.63,12-junio-2026.64,12-junio-2026.65,12-junio-2026.66,12-junio-2026.67,12-junio-2026.68,12-junio-2026.69,12-junio-2026.70,12-junio-2026.71,12-junio-2026.72,12-junio-2026.73,12-junio-2026.74,12-junio-2026.75,12-junio-2026.76,12-junio-2026.77,12-junio-2026.78,12-junio-2026.79,12-junio-2026.80,12-junio-2026.81,12-junio-2026.82,12-junio-2026.83,12-junio-2026.84,12-junio-2026.85,12-junio-2026.86,12-junio-2026.87,12-junio-2026.88,12-junio-2026.89,12-junio-2026.90,12-junio-2026.91,12-junio-2026.92,12-junio-2026.93,12-junio-2026.94,12-junio-2026.95
Compra,AEIDGEN,Blq. 1,10,Mercado,,"42,75","38,89","34,01","24,56","33,79","25,95","24,94","20,93","20,95","20,76","20,74","20,84","20,71","20,68","20,80","20,79","20,67","20,79","20,79","20,90","21,02","21,05","23,41","27,13","34,57","41,99","48,74","58,23","63,25","62,29","46,29","34,08","38,60","21,65","12,16","0,74","0,74","-0,10","-0,10","-0,11","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00",,,,,,,"-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","22,10","24,83","50,50","45,35","69,52","95,64","108,53","105,17","113,56","116,95","115,14","113,22","111,38","112,12","105,88","105,46","100,40","99,90","93,29"
Compra,AEIDGEN,Blq. 2,10,Mercado,,"42,50","38,64","33,76","24,31","33,54","25,70","24,69","20,68","20,70","20,51","20,49","20,59","20,46","20,43","20,55","20,54","20,42","20,54","20,54","20,65","20,77","20,80","23,16","26,88","34,32","41,74","48,49","57,98","63,00","62,04","46,04","33,98","38,50","21,55","12,06","0,64","0,64","-0,20","-0,20","-0,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,00","24,58","50,25","45,20","69,27","95,39","108,28","104,92","113,31","116,70","114,89","112,97","111,13","111,87","105,63","105,21","100,15","99,65","93,04"
Compra,AEIDGEN,Blq. 3,10,Mercado,,"42,25","38,39","33,51","24,06","33,29","25,45","24,44","20,43","20,45","20,26","20,24","20,34","20,21","20,18","20,30","20,29","20,17","20,29","20,29","20,40","20,52","20,55","22,91","26,63","34,07","41,49","48,24","57,73","62,75","61,79","45,79","33,88","38,40","21,45","11,96","0,54","0,54","-0,30","-0,30","-0,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,90","24,33","50,00","45,05","69,02","95,14","108,03","104,67","113,06","116,45","114,64","112,72","110,88","111,62","105,38","104,96","99,90","99,40","92,79"
Compra,AEIDGEN,Blq. 4,10,Mercado,,"42,00","38,14","33,26","23,81","33,04","25,20","24,19","20,18","20,20","20,01","19,99","20,09","19,96","19,93","20,05","20,04","19,92","20,04","20,04","20,15","20,27","20,30","22,66","26,38","33,82","41,24","47,99","57,48","62,50","61,54","45,54","33,78","38,30","21,35","11,86","0,44","0,44","-0,40","-0,40","-0,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,80","24,08","49,75","44,90","68,77","94,89","107,78","104,42","112,81","116,20","114,39","112,47","110,63","111,37","105,13","104,71","99,65","99,15","92,54"
Compra,AEIDGEN,Blq. 5,10,Mercado,,"41,75","37,89","33,01","23,56","32,79","24,95","23,94","19,93","19,95","19,76","19,74","19,84","19,71","19,68","19,80","19,79","19,67","19,79","19,79","19,90","20,02","20,05","22,41","26,13","33,57","40,99","47,74","57,23","62,25","61,29","45,29","33,68","38,20","21,25","11,76","0,34","0,34","-0,50","-0,50","-0,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,70","23,83","49,50","44,75","68,52","94,64","107,53","104,17","112,56","115,95","114,14","112,22","110,38","111,12","104,88","104,46","99,40","98,90","92,29"
Compra,AEIDGEN,Blq. 6,10,Mercado,,"-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00","-100,00"
Compra,AFALZ4C,Blq. 1,17,Mercado,,"-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00"
Compra,AFALZ4C,Blq. 2,17,Mercado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,01","-50,01","-50,01","-50,01","-50,01","-50,02","-50,02","-50,03","-50,09","-50,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compra,AFALZ5C,Blq. 1,17,Mercado,,"-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-11,30","-28,25","-37,74","-49,16","-49,16","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00"
Compra,AFALZ5C,Blq. 2,17,Mercado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,00","-50,00","-50,00","-50,00","-50,00",,,"-50,01",,,"-50,01","-50,01",,,,,,,,,,,,,"-50,01","-50,01","-50,01","-50,01","-50,01","-50,02","-50,02","-50,03","-50,09","-50,08","-50,02","-50,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compra,AFIANHC,Blq. 1,17,Mercado,,"-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,01","-50,01","-50,01","-50,01","-50,01","-50,02","-50,02","-50,03","-50,09","-50,08","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00"
Compra,AFIBGEC,Blq. 1,17,Mercado,,"-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00"
Compra,AFIBGEV,Blq. 1,17,Mercado,,"-56,91","-60,73","-65,40","-74,80","-65,30","-73,00","-74,01","-78,00","-78,06","-78,19","-78,19","-78,32","-78,19","-78,19","-78,06","-78,06","-78,19","-78,06","-78,06","-77,93","-77,80","-77,80","-75,49","-71,89","-64,43","-56,91","-50,00","-50,00","-15,00","-50,00","-53,34","-65,82","-61,30","-78,25","-87,74","-99,16","-99,16","-100,00","-100,00","-100,01","-100,00","-100,00","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,01","-100,02","-100,02","-100,03","-100,09","-100,08","-100,02","-100,01","-100,01","-100,01","-100,00","-100,00","-99,16","-98,56","-95,26","-86,70","-80,00","-77,80","-74,28","-50,00","-54,55","-50,00","-50,00","-50,00","-50,00","-15,00","-15,00","-15,00","-15,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00"
Compra,AFIBGEV,Blq. 2,17,Mercado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,00","-50,00","-50,00","-50,00",,,,,,,
Compra,AFIBHEC,Blq. 1,17,Mercado,,"-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00"
Compra,AFIBHFC,Blq. 1,17,Mercado,,"-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00"
Compra,AFIOLHC,Blq. 1,17,Mercado,,"-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00"
Compra,AFIOLHC,Blq. 2,17,Mercado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,01","-50,01","-50,01","-50,01","-50,01","-50,01","-50,01","-50,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compra,AFIREHC,Blq. 1,17,Mercado,,"-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00","-50,00"
