up_code,up_name_final,legal_entity,group_name,group_confidence,ownership_pct,ownership_pct_numeric,owner_count,technology,unit_type_omie,zone_omie,uf_count,uf_codes,uf_names,subject_code,mapping_source,group_source_url
AFALZ4C,UOF C BATERIA FVALZ,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
AFALZ5C,UOF C BATERIA FVALZII,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
AFIANHC,UOF C BATERIA ANDEVALO,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
AFIBGEC,ALMACENAMIENTO COMPRA,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
AFIBHEC,COMPRA HIBRIDACION EOLICA BAT,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
AFIBHFC,COMPRA HIBRIDACION FV BATERIA,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
AFIOLHC,UOF C BATERIA OLMEDILLA,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
AFIREHC,UOF C BATERIA REVILLA,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
AFIROHC,HIB ROMERAL OLMEDILLA,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
ASRIHCC,UNIDAD OFERTA BATERIA SOTO,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",EDP,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.edp.com/
EGEDBAT,COMPRA BATERIA,ACCIONA GREEN ENERGY DEVELOPMENTS,Acciona,derived_from_legal_name,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.acciona.com/
EGLARMC,UNIDADE CARREGAMENTO,"AXPO IBERIA, S.L.",Axpo,verified_corporate,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA PORTUGUESA,,,,,OMIE exact unit code,https://www.axpo.com/es/es/about-us/axpo-iberia.html
FHERCON,HIB HERCULES CONSUMO,SOLARIA REPRESENTACION EN MERCADO S.L.,,,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
IGNARMC,IGNIS COMPRA PT,IGNIS ENERGIA S.L.,,,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA PORTUGUESA,,,,,OMIE exact unit code,
SMBC02,COMPRA BATERIA BATALHA,SIMPLES ENERGIA DE ESPAÑA SL,,,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA PORTUGUESA,,,,,OMIE exact unit code,
UPACAC,UOF ACADIEMS COMPRA,IGNIS ENERGIA S.L.,,,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
UPXENC,UPXENC,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,Almacenamiento Compra,ALMACENAMIENTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ACAVADB,BOMBAS DO CAVADO,EDP GEM PORTUGAL S.A.,EDP,derived_from_legal_name,100,100.0,1,Consumo Bombeo Mixto,BOMBEO,ZONA PORTUGUESA,,,,,OMIE exact unit code,https://www.edp.com/
ADOUROB,BOMBA DO DOURO,EDP GEM PORTUGAL S.A.,EDP,derived_from_legal_name,100,100.0,1,Consumo Bombeo Mixto,BOMBEO,ZONA PORTUGUESA,,,,,OMIE exact unit code,https://www.edp.com/
AGUB,C.H.B. AGUAYO BOMBEO,"REPSOL SERVICIOS RENOVABLES, S.A.",Repsol,derived_from_legal_name,100,100.0,1,Consumo de bombeo,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.repsol.com/
ALIMAB,BOMBAS DO LIMA,EDP GEM PORTUGAL S.A.,EDP,derived_from_legal_name,100,100.0,1,Consumo Bombeo Mixto,BOMBEO,ZONA PORTUGUESA,,,,,OMIE exact unit code,https://www.edp.com/
BRENAB,UNIDAD OFERTA BOMBEO BREÑA 2,IGNIS ENERGIA S.L.,,,100,100.0,1,Consumo Bombeo Puro,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
DOUSUPB,DOURO SUPERIOR BOMBAGEM,MOVHERA - HIDROELÉTRICAS DO NORTE SA,,,100,100.0,1,Consumo Bombeo Mixto,BOMBEO,ZONA PORTUGUESA,,,,,OMIE exact unit code,
DUEB,UGH.B. DUERO BOMBEO,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Consumo Bombeo Mixto,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
ENDPRB,C.H.B.M. MONTAMARA BOMBEO,"ENDESA GENERACIÓN, S.A.",Endesa,derived_from_legal_name,100,100.0,1,Consumo de bombeo,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.endesa.com/
GDLQB,GUADALQUIVIR BOMBEO,"ENDESA GENERACIÓN, S.A.",Endesa,derived_from_legal_name,100,100.0,1,Consumo de bombeo,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.endesa.com/
GUADIAB,BACIA H. GUADIANA (BOMBAGEM),EDP GEM PORTUGAL S.A.,EDP,derived_from_legal_name,100,100.0,1,Consumo Bombeo Mixto,BOMBEO,ZONA PORTUGUESA,,,,,OMIE exact unit code,https://www.edp.com/
GUIB,C.H.B. GUILLENA BOMBEO,"ENDESA GENERACIÓN, S.A.",Endesa,derived_from_legal_name,100,100.0,1,Consumo de bombeo,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.endesa.com/
IPB,C.H.B.IP BOMBEO,"ENDESA GENERACIÓN, S.A.",Endesa,derived_from_legal_name,100,100.0,1,Consumo Bombeo Puro,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.endesa.com/
MLTB,C.H.B. MORALETS BOMBEO,"ENDESA GENERACIÓN, S.A.",Endesa,derived_from_legal_name,100,100.0,1,Consumo de bombeo,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.endesa.com/
MONDEGB,BOMBEO DA AREA DE MONDEGO,EDP GEM PORTUGAL S.A.,EDP,derived_from_legal_name,100,100.0,1,Consumo Bombeo Mixto,BOMBEO,ZONA PORTUGUESA,,,,,OMIE exact unit code,https://www.edp.com/
MUEB,C.H.B. LA MUELA BOMBEO,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Consumo de bombeo,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
SILB,UGH.B. SIL BOMBEO,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Consumo Bombeo Mixto,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
SLTB,UGH.B. ESTANG. SALLENTE BOMB.,"ENDESA GENERACIÓN, S.A.",Endesa,derived_from_legal_name,100,100.0,1,Consumo de bombeo,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.endesa.com/
TAJB,UGH.B. TAJO BOMBEO,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Consumo Bombeo Mixto,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.iberdrola.com/
TAMEGAB,TAMEGAB,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Consumo Bombeo Mixto,BOMBEO,ZONA PORTUGUESA,,,,,OMIE exact unit code,https://www.iberdrola.com/
TANB,C.H.B. TANES BOMBEO,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",EDP,derived_from_legal_name,100,100.0,1,Consumo de bombeo,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.edp.com/
TJEB,C.H. B. TAJO ENCANTADA BOMBEO,"ENDESA GENERACIÓN, S.A.",Endesa,derived_from_legal_name,100,100.0,1,Consumo de bombeo,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.endesa.com/
UFBB,C.H.B. BOLARQUE BOMBEO,GAS NATURAL COMERCIALIZADORA,Naturgy,verified_corporate,100,100.0,1,Consumo Bombeo Puro,BOMBEO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.naturgy.com/app/uploads/2025/02/CCAA-Individuales-y-Consolidadas-NATURGY-2024.pdf
ABASC01,UOF COMPRA ABASTE,ABASTE COMERCIALIZADORA S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ABOUC01,ABOUT WHITE,"ABOUT WHITE, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ACCGC02,UNIDAD DE COMPRA,"ACCIONA GREEN, SUCURSAL PT",Acciona,derived_from_legal_name,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,https://www.acciona.com/
ACHEC01,ACHER COMPRA,"ELECTRICA DE CHERA, S.C.V.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ACNHC01,COMPRA,ACENHOL ENERGIA SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ACOSC01,UNIDAD DE OFERTA,ACOS T IBERICA SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ACRSC02,COMERCIALIZAÇÃO,"ACROSSCAPACITY, LDA",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
ACSOC01,ACSOL,"ACSOL ENERGIA GLOBAL, S.A.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ACTIC01,UNIDAD PARA OFERTAS DE COMPRA,ACTIVA COMERCIALIZADORA DE ENERGIA S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADEIC01,ADEINNOVA ENERGIA,ADEINNOVA ENERGIA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADELC01,ADELFAS COMPRAS,ADELFAS ENERGIA SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADREC02,AUDAX COMPRA PORTUGAL,AUDAX RENOVABLES S.A.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
ADURC01,ADURIZ ENERGÍA COMPRA (ESP),ADURIZ ENERGÍA SLU,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXC01,ADX RENOVABLES,ADX RENOVABLES SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXRM01,REPRE COMER 1,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXRM02,REPRE COMER 2,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXRM03,REPRE COMER 3,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXRM04,ADS RPRE COMER 4,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXRM06,REPRE COMER 6,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXRM07,REPRE COMER 07,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXRM08,REPRE COMER 8,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXRM09,REPRE COMER 9,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXRM10,ECO2,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ADXRM11,FEED ENERGÍA,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AEQC01,COMERCIALIZACIÓN AEQ,"AEQ W2M, S.A.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AGENC01,ABESL COMPRA,"AB ENERGÍA 1903, S.L.U.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AGLC02,UNIDADE DE COMPRA,AGORALUZ ENERGIA LDA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
AGRIC01,AGRI ENERGIA COMPRA (ESP),AGRI-ENERGÍA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AHORC01,AHORA PENINSULA,AHORA LUZ ENERGÍA SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AHTC01,COMPRA COMER,"COMERCIALIZADORA ELECTRICA DE TENERIFE, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AIREC01,AIREC01,AIRE LIMPIO S.L.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AJENC01,UNIDAD OFERTANTE A2J ENERGÍA,"A2J ENERGÍA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ALAHC01,U.O ALAHURIN,HIDROCARBUROS ALHAURÍN SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ALBCC01,ALBCO_COMPRAS_UP,COMERCIALIZADORA ELECTRICA DE ALBATARREC SLU,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ALDDC01,18W000000000OLLT,"ACCIONA COMERCIALIZADORA B2C, S.L. UNIPERSONAL",Acciona,derived_from_legal_name,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.acciona.com/
ALDRC01,COMERCIALIZADORA ALDRO ENERGIA,"ENI PLENITUDE IBERIA, S.L.U.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ALDRC02,COMERCIALIZADORA ELECTRICA PT,"ENI PLENITUDE IBERIA, S.L.U.-SUCURSAL EM PORTUGAL",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
ALFAC02,ALFA ENERGIA,"ALFA ENERGIA, LDA",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
ALGICA1,ALGICA1,"SUMINISTROS ESPECIALES ALGINETENSES, S.C.V.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ALIOC01,COMPRA COMERCIALIZADORA,ALIO ENERGIA S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ALPXC01,"ALPEX IBERICA DE ENERGIA,S.L","ALPEX IBERICA DE ENERGIA,S.L",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ALUEC01,ALUZ PENINSULAR,ALUZ ENERGÍA ELÉCTRICA SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ALUZC01,ALUZC01,AHORRELUZ SERVICIOS ONLINE SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AMAZC01,AMAZON COMPRA,COMERCIALIZADORA DE ENERGIAS RENOVABLES Y DE SERVICIOS,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AMEC01,AG. MERCADO ELÉCTRICO COM(ESP),FACTOR ENERGIA ESPAÑA SAU,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AMELC01,UNIDAD DE COMERCIALICION,ARCELORMITTAL ENERGY S.C.A,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AMIC01,COMPRA COMERCIALIZADORA AMI,AMI ELECTRUM S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ANGLC01,"ANGLER ENERGIA, S.L.","ENERGYASSET COMERCIALIZADORA DE ENERGIA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ANTEC01,ANTEA ENERGÍA COMERCIALIZADORA,ANTEA ENERGÍA COMERCIALIZADORA SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ARACC01,ARACÁN ENERGÍA,ARACÁN ENERGÍA S.L.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AREPC02,AUDAX RENOV. SUC. EM PORTUGAL,AUDAX RENOVABLES S.A.-SUCURSAL EM PORTUGAL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
ASEGC01,ASEGE01,ASEGE GESTION SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ASIEC01,COMERCIALIZ,ASISTENCIA ENERGÉTICA S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ASSEC01,18X000000000P5GW,"ASSENN ENERGY, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ASTEC01,ASTEC01,ASTEN RENOVABLES S.L.U.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ASTRC01,ASTRAL,ASTRALCAD ENERGIA SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ATEEC01,ATENCO PENINSULA,ATENCO ENERGIA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ATLSC01,ATLAS ENERGIA COMERCIAL SL,ATLAS ENERGIA COMERCIAL SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ATLSR01,ATLSR01,ATLAS ENERGIA COMERCIAL SL,,,100,100.0,1,Compra Comercializador Balance,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ATPC01,COMPRA ATP,ATP ENERGIA SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ATRIC01,ATRIA - UNIDAD DE OFERTA 01,ATRIA INVERSIONES ENERGIA S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AUDAC01,AUDAX COMPRA,AUDAX RENOVABLES S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AXEOC01,AXEO ENERGIA SL,AXEO ENERGIA SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
AXPOC02,AXPOP COMERCIALIZADOR PT,AXPO ENERGIA PORTUGAL,Axpo,verified_corporate,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,https://www.axpo.com/es/es/about-us/axpo-iberia.html
AXPOR01,AXPO SRAD,"AXPO IBERIA, S.L.",Axpo,verified_corporate,100,100.0,1,Compra Comercializador Balance,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.axpo.com/es/es/about-us/axpo-iberia.html
AYLUC01,AYLUZ,AYLUZ COMERCIALIZADORA ELECTRICA S.L,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BALEC01,BALEC01,"ELECBALEAR,S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BECOC01,BASSOLS ENERGÍA COMPRA (ESP),BASSOLS ENERGÍA COMERCIAL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BESC01,BESC01,BESPIN ENEGIA SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BEYOC01,UNIDAD OFERTANTE,"LUZIA ENERGIA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BEYRM01,REPR RELUZCA,"LUZIA ENERGIA, S.L.",,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BEYRM02,REPR INDALO,"LUZIA ENERGIA, S.L.",,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BNPRC01,BNPRC01,"BON PREU, S.A.U.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BNPRM02,BONPREU TERCIARIA,"BON PREU, S.A.U.",,,100,100.0,1,Compra Comercializador Balance,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BOAEC01,UO BOAENERGETICA 2000 S.L,"BOAENERGETICA 2000, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BPC01,BP AMOCO GAS (ESP),"BP GAS AND POWER IBERIA, S.A.U.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BPRM01,BP REP 01,"BP GAS AND POWER IBERIA, S.A.U.",,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BPSRR01,BPSRR01,"BON PREU, S.A.U.",,,100,100.0,1,Compra Comercializador Balance,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BREIC01,U. OFERTA IBERICA,"IBERICA IMPULSA, S.L",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BSGEC01,BSGEA COMPRA,BSG ENERGIA SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
BSGRM01,COMPRA BERL,BSG ENERGIA SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CACIC01,CACIC01,2026 CACI ENERGIA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CAMCC01,CAMPO_UP,ENERGIAS DE LA VILLA DE CAMPO COMERCIALIZADORA SLU,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CAPLC01,CAPALOESP01,CAPALO AI SPAIN OY,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CAPTC01,COMERCIALIZACION,CAPTURA ENERGIA S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CATGC01,18WCATGC01-123-C,CATGAS ENERGIA SA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CATRC01,CATRA COMPRA,"ELECTRICA CATRALENSE, S.L.U.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CCATC01,CCATR COMPRA,"COOPERATIVA ELÉCTRICA BENÉFICA CATRALENSE, COOP.V.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEBAC01,"COOP ELEC BENEF ALBAT, COOP.V.","COOP ELÉCTRICA BENÉFICA ALBATERENSE, COOP.V.",,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEBIC01,CEBIN COMPRA,CEBIN ENERGY SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
