up_code,up_name_final,legal_entity,group_name,group_confidence,ownership_pct,ownership_pct_numeric,owner_count,technology,unit_type_omie,zone_omie,uf_count,uf_codes,uf_names,subject_code,mapping_source,group_source_url
REUSC01,UNIDAD COMPRAS CONSUMIDORES,"REUS SERVEIS MUNICIPALS, SA",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
RIVEC02,MW,"RIVER-ENERGY, UNIPESSOAL LDA.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
ROFEC01,ROFEICA ENERGIA,"ROFEICA ENERGIA, S.A.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ROLEC02,ROLEAR COMPRA,ROLEAR - AUTOMATIZACOES ESTUDOS REPRESENTACOES SA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
RONDC01,COMPRAS,ELECTRICA SERRANIA DE RONDA ENERGIA S.L.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
RSPEC01,RESPIRA ENERGIA COMERC ESP,"RESPIRA ENERGIA ESPAÑA, S.A.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
RSPRC01,UNIDAD COMPRAS CONSUMIDORES,"RESPIRA ENERGIA MEDITERRANIA, S.A.",,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SAFEC01,UNIDAD DE COMPRA,"SUSTAINING AIR FOR EVERYONE, S.R.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SALPC01,SALPA COMERCIALIZADOR ESP,ELECTRICA SALAS DE PALLARS COMERCIALITZADORA S.L,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SAMAC01,SAMARA COMPRA,"SAMARA ENERGIA VPP, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SAMPC01,SAMP COMER,"SAMPOL INGENIERIA Y OBRAS, S.A.",,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SEELC01,COMERCIALIZADORA SHEEN,SHELL ENERGY EUROPE LIMITED,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SEIYC01,"SEIYA ENERGIA, S.L.","SEIYA ENERGIA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SERVC01,SERVICIOS AVANZADOS UOF,SERVICIOS ENERGÉTICOS AVANZADOS SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SESAC01,SHELL ESPAÑA COMPRA,SHELL ESPAÑA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SESAR01,SHELL ESPAÑA SRAD,SHELL ESPAÑA,,,100,100.0,1,Compra Comercializador Balance,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SHEECP3,SHELL EN TR DERECHOS COMP (FR),SHELL ENERGY EUROPE LIMITED,,,100,100.0,1,Comercializador no residente,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
SHEEVP3,SHELL EN TR DERECHOS VENT (FR),SHELL ENERGY EUROPE LIMITED,,,100,100.0,1,Import. de agentes externos,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
SHERC01,SHERA COMPRA,ENERGIA RESPONSABLE COMERCIALIZADORA. SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SHIRC01,"SHIRYU ENERGIA, S.L.","SHIRYU ENERGIA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SIGNC01,SIGNO COMPRA,"SIGNO ENERGY, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SLCZC01,UNIDAD OFERTANTE SOLUZIONA,"SOLUZIONA TU ENERGÍA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SMARCP3,SMARCCOMPRA,SMARTESTENERGY LIMITED,,,100,100.0,1,Comercializador no residente,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
SMARVP3,SMARCVENTA,SMARTESTENERGY LIMITED,,,100,100.0,1,Import. de agentes externos,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
SMGCP3,SMG DERECHOS COMPRA(FRAN),STATKRAFT MARKETS GMBH,,,100,100.0,1,Comercializador no residente,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
SMGC02,STATKRAFT MARKETS PT COMMERCIA,STATKRAFT MARKETS GMBH,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
SMGVP3,SMG DERECHOS VENTA(FRAN),STATKRAFT MARKETS GMBH,,,100,100.0,1,Import. de agentes externos,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
SOLFC01,COMPRA COMERCIALIZADORA,SOLFLIX SOLAR S.L.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SOLIC01,PENINSULA,"3 SOLIMA, SL",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SOLLC01,ELEC. SOLLERENSE COMPRAS(ESP),"ELÉCTRICA SOLLERENSE, S.A.U.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SOLRM01,SOLWC01,SOLWE ENERGÍA,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SOLTC01,SOLTC01,LIMPIEZA ENERGÉTICA 2024 SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SOLWC01,SOLWE,SOLWE ENERGÍA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SOMEC01,SOMEN COMPRA,SOM ENERGIA SCCL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SONEC01,SOLUZ COMPRA,SONESTA LUZ,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SONNC01,SONNC01,"SONNEDIX ESPAÑA COMERCIALIZADORA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SOPRC01,PROFIT ENERGY PENINSULA,PROFIT ENERGY SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SORXC01,SORS MARKETS LTD,SORS MARKETS LTD,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SPCKC01,SPOCK01,SPOCK P2P S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SRVGC01,GASHOGAR15,SERVIGAS S.XXI S.A.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SRVIC01,UP PENINSULAR,SERVINERGIA ELECTRICA SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SRVRM01,DOMESTICA GAS Y ELECTRICIDAD,SERVIGAS S.XXI S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SRVRM02,REPRESENTACIÓN ZUG POWER,SERVIGAS S.XXI S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SSEECP3,COMPRSSE,SSE ENERGY SUPPLY LIMITED,,,100,100.0,1,Comercializador no residente,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
SSEEVP3,VENTASSE,SSE ENERGY SUPPLY LIMITED,,,100,100.0,1,Import. de comercializadoras,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
STAC02,COMERCIALIZADORA START,START CAMPUS ENERGY UNIPESSOAL LDA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
STAQC01,STACO COMERCIALIZADOR ESP,ELECTRICA MUNICIPAL DE SANTA COLOMA DE QUERALT COM,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
STINC01,STINC01,STIN S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
STROC01,ENERGY STROM COMPRAS,"ENERGY STROM XXI, S.L.",,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SUCAC01,SUCAS COMERCIALIZACION ESP,SUCA SDAD COOP ANDALUZA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SUMAC01,COMPRA DE ENERGÍA,SUMA ENERGIA COMERCIALIZADORA S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SUNCC01,COMPRA COMERCIALIZADORA SUNCA,"POWER WATT ENERGY ISLAND, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SUNC02,UNIDADE PROGRAMACAO DE COMPRA,"SUNCORE ER - ENERGY RETAIL, UNIPESSOAL LDA",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
SUNFC01,COMPRA COMERCIALIZADORA,SUNFLIX RENOVABLES S.L.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SUPRC01,"SUMINISTROS PROPIOS ENERGIA, S","SUMINISTROS PROPIOS ENERGIA, SLU",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
SYENC01,SYENC01,SHARE YOUR ENERGY SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TALEC01,TALEN COMERCIALIZADOR ESP,TALARN ENERGIA ELECTRICA S.L.U,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TATAC01,TATAC01,TATANKA ENERGÍA S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TAURM01,TAUTRA REPRESENTACION 1,TAUTRA ENERGIA S.L.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TAURM02,TAUTRA REPRESENTACION 2,TAUTRA ENERGIA S.L.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TAUTC01,TAUTRA COMPRA,TAUTRA ENERGIA S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TENDC01,TENDE,TENSINA ENERGIA Y SERVICIOS SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TEOTC01,UNIDAD OFERTANTE TORNA,TORNADIZOS ENERGY SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TERSC01,TERSA COMPRA PEN,"TERSA - TRACTAMENT I SELECCIÓ DE RESIDUS, S.A.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TGYER01,ES-KIM,TOTALENERGIES GAS AND POWER LIMITED,TotalEnergies,derived_from_legal_name,100,100.0,1,Compra Comercializador Balance,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://totalenergies.com/
THELC01,TH ELECTRICITY GAS SL,TH ELECTRICITY GAS SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TIRCC01,COTIR COMERCIALIZADOR ESP,"SOCIETAT MUNICIPAL DE COM. ELECTRICA DE TIRVIA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TLCMC01,TELECOR COMERCIALIZADORA,TELECOR,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TOECC01,BUY BID UNIT,SECOND FOUNDATION TRADING AG,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TOMMC01,"TOMMI ENERGY, S.L.","TOMMI ENERGY, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TORMC01,TORMESH SOLUTIONS,TORMESH SOLUTION SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TOTGCP3,TOTAL GA DERECHOS COMPRA(FRAN),TOTALENERGIES GAS AND POWER LIMITED,TotalEnergies,derived_from_legal_name,100,100.0,1,Comercializador no residente,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,https://totalenergies.com/
TOTGVP3,TOTAL GAS DERECHOS VENTA(FRAN),TOTALENERGIES GAS AND POWER LIMITED,TotalEnergies,derived_from_legal_name,100,100.0,1,Import. de agentes externos,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,https://totalenergies.com/
TOTRM01,REPRESENTACION TGYE,TOTALENERGIES GAS AND POWER LIMITED,TotalEnergies,derived_from_legal_name,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://totalenergies.com/
TOTRM02,REPRESENTACION HCENE,TOTALENERGIES GAS AND POWER LIMITED,TotalEnergies,derived_from_legal_name,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://totalenergies.com/
TOTRM03,REPRESENTACION NAGAC01,TOTALENERGIES GAS AND POWER LIMITED,TotalEnergies,derived_from_legal_name,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://totalenergies.com/
TRICC01,TRICLINIUM,TRICLINIUM INVERSIONES SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TSOLC01,TSOL UNIDAD DE OFERTA,TELEFÓNICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIO,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
TSRDCP3,TSRDE EXPORT,ENGELHART CTP RENEWABLES GMBH,,,100,100.0,1,Comercializador no residente,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
TSRDVP3,TSRDE IMPORT UNIT,ENGELHART CTP RENEWABLES GMBH,,,100,100.0,1,Import. de agentes externos,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
TUELC01,UO TU ELECTRICA,TU ELECTRICA S.L.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
UBORC01,"UBORA ENERGIA SOCIAL, S.L.","UBORA ENERGIA SOCIAL, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ULSOC01,ULTREYA,ULTREYA SOLUCIONES SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
UMEMC01,UNIDAD DE COMERCIALIZ UMEME,"OCTOPUS ENERGY ESPAÑA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
UNELC01,UNIELECTRICA,UNIELECTRICA ENERGIA S.A.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
UNIPC01,MARKET BIDDING UNIT,UNIPER GLOBAL COMMODITIES SE,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
URACC01,"URANOSCOPIDAE VII ENERGIA, S.L","URANOSCOPIDAE VII ENERGIA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
URAIC01,"URANOSCOPIDAE IV ENERGIA, S.L.","EVOLVE ENERGÍA, SL",,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
URBCC01,UP URBEN COMERCIALIZADORA,SISTEMAS URBANOS DE ENERGIAS RENOVABLES S.L,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
URUSC01,URUS ENERGY SORIA SL,URUS ENERGY SORIA SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
USENC02,UNIDADE DE COMPRA,USENERGY,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
VAQC01,EL. VAQUER ENERGIA COMPRA(ESP),ELÉCTRICA VAQUER ENERGÍA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VARAC01,COMERCIALIZADOR MERCADO LIBRE,VARAENER SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VIEECA1,VIESGO ENERGIA 2 (ESP),REPSOL COMERCIALIZADORA DE ELECTRICIDAD Y GAS SLU,Repsol,derived_from_legal_name,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.repsol.com/
VIMC01,PRINCIPAL VIMCO,VIMCOMEL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VIRIC01,18W0000000003U2D,VIRGIN ELECTRIC,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VIROC02,VIROQUE_UP,"VIROQUE ENERGY, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
VIRUC01,COMPRA COMERCIALIZADORA,SOCIEDAD ARAGONESA DE COMERCIALIZACIÓN DE ENERGÍA,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VISLC01,COMPRA VISALIA,VISALIA ENERGIA SLU,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VISRM10,REPRESENTACION SEROSENSE,VISALIA ENERGIA SLU,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VISRM11,REPRESENTACION BARTER SHARING,VISALIA ENERGIA SLU,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VITLCP3,VITOL COMPRAS PARA EXPORT FRA,VITOL S.A.,,,100,100.0,1,Comercializador no residente,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
VITLC01,VITOL COMPRAS PENINSULA,VITOL S.A.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VITLVP3,VITOL VENTAS DESDE IMPORT FRA,VITOL S.A.,,,100,100.0,1,Import. de agentes externos,COMERCIALIZADOR,FRONTERA FRANCIA,,,,,OMIE exact unit code,
VIVOC01,VIVO,VIVO ENERGIA FUTURA S.A.,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VNLSC01,ELECTRICA DE VINALESA SCV,"ELECTRICA DE VINALESA, S.C.V.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VOLNC02,UNIDAD DE COMPRA DE VOLTN,VOLTON - ENERGIA E SOLUCOES LDA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
VTERM01,VTERM01,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM04,VTERM04,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM05,VTERM05,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM06,VTERM06,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM09,VTERM09,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM10,VTERM10,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM11,VTERM11,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM15,VTERM15,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM16,VTERM16,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM22,VTERM22,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM24,VTERM24,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM26,VTERM26,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM31,VTERM31,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM33,VTERM33,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM35,VTERM35,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VTERM36,VTERM36,VITA ENERGY CONSULTING SL,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
VVESC01,VIVA,VIVA ENERGIA Y SOLUCIONES S.L.,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
WATRM03,REPRESENTACION WATOC01,VISALIA ENERGIA SLU,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
WATRM07,REP. LUZ SOLIDARIA INCLUSIVA,VISALIA ENERGIA SLU,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
WATRM08,REPRESENTACION LUZ SOLIDARIA,VISALIA ENERGIA SLU,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
WKWC01,WEKIWI,WEKIWI SL,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
WMARC01,COMERCIALIZACION WMARK,WIND TO MARKET,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ZETAC01,COMERCIALIZACION,"ZETA ENERXIA GALEGA, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ZOVEC01,ZOVEC01,"ZONA ENERGÍA VERDE, S.L.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ZRMTC01,UOF ZRMTT,COMERCIALIZADORA ELECTRICA COMUNIDAD SOLAR,,,100,100.0,1,Compras Comercialización,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
ZUGCC02,ZUGCR COMPRA,"ZUG POWER, S.L. - SUCURSAL EM PORTUGAL",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
ZUGPC02,REPRESENTACION ZUG PORTUGAL,SERVIGAS S.XXI S.A.,,,100,100.0,1,Rep. de comercializadores,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
ZULUC01,ZULUX ENERGÍA,DINERGETICA 2050 SLU,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CHCOC01,CHCOR COMPRA,"COMERCIALIZADOR DE REFERENCIA ENERGÉTICO, S.L.U",,,100 COMERCIALIZADOR,,1,Comercializador ultimo recurso,ULTIMO RECURSO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
EDPUC2,EDP SERV. UNIV COMPRA (PORT),"SU ELETRICIDADE, S.A.",,,100 COMERCIALIZADOR,,1,Comercializador ultimo recurso,ULTIMO RECURSO,ZONA PORTUGUESA,,,,,OMIE exact unit code,
EE21C01,ENDESA ENERGIA XXI COMPRA,"ENERGÍA XXI COMERCIALIZADORA DE REFERENCIA, S.L.",,,100 COMERCIALIZADOR,,1,Comercializador ultimo recurso,ULTIMO RECURSO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
