codigo_de_uf,codigo_eic,descripcion_corta,descripcion_larga,tipo_de_produccion,vinculacion_con_sm,vinculacion_con_up,potencia_maxima_mw
TEV2C01,18W000000000Q1CP,TEV2C01,TEV2C01,Consumos directos en mercado,TEVI,TEV2C01,"2,7"
TEVIC01,18W0000000004DIS,TEVIC01,TEVIC01,Consumos directos en mercado,TEVI,TEVIC01,"14,3"
TEXSAN,18W000000000TSSB,TEXSAN,TEXSAN,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
TEXTILS,18WTEXTILS-12-DU,RE-00793,TEXTIL SANTANDERINA,Gas natural cogeneración,NEXU,TSANTA,"4,5"
TFAPRO,18WTFAPRO-1234-V,TFAPRO,TFAPRO,Solar fotovoltaica,NEXU,FTFAPRO,"10,0"
TFGALL,18WTFGALL-1234-8,TFGALL,TFGALL,Gas natural cogeneración,NEXU,TTFGALL,"14,8"
TFTPSJ,18W-TFTPSJ-18--G,TFTPSJ,COG.TORRAS PAPEL  ST.JOAN (TAR,Gas natural cogeneración,NEXU,TTFTPSJ,"24,9"
TGBSC01,18W0000000008CAV,TGBSC01,TGBSC01,Consumos directos en mercado,TGBSA,TGBSC01,"0,6"
TGROSA,18W000000000LKGH,TORREGROSA,UF TORREGROSA,Solar fotovoltaica,NEXU,FRULAOR,"1,0"
TGYEC01,18W00000000069U8,TGYE,TOTAL GAS Y ELECTRICIDAD ESPAÑ,Comercializadores mercado libre,TGYE,TGYEC01,"1,0"
THARIM,18W-THARIM-56--S,THARIM,UP HARIMASA,Gas natural cogeneración,GNRA,THARIM,"1,0"
THELC01,18W000000000R9DW,THELC01,UP THE ELECTRICTY,Comercializadores mercado libre,THELE,THELC01,"0,1"
THERC01,18W-THERC01-7--J,THERMOLYMP,THERMOLYMPIC S.L,Consumos directos en mercado,THER,THERC01,"0,7"
TICO,18W000000000KMDL,PE TICO,PARQUE EOLICO TICO,Eólica terrestre,ECYR,TICO,"175,0"
TICOSO1,18W000000000LRML,TICOSO1,TICO SOLAR 1,Solar fotovoltaica,ECYR,FEGPEV,"41,6"
TICOSO2,18W000000000LRNJ,TICOSO2,TICO SOLAR 2,Solar fotovoltaica,ECYR,FEGPEV,"28,1"
TIEATOM,18WTIEATOM-123-K,TIEATOM,18WTIEATOM-123-K,Gas natural cogeneración,EGLE,TATOM,"3,8"
TIGUEIR,18WTIGUEIR-123-K,TIGUEIR,18WTIGUEIR-123-K,Eólica terrestre,EGLE,EORTIV,"6,0"
TIJOLA,18WTIJOLA-123--D,TIJOLA,18WTIJOLA-123--D,Fluyente,EGLE,HACUAM,"5,3"
TILOS,18W000000000RKB3,CHTILOS,CHTILOS,Fluyente,INTRA,HDALT02,"1,5"
TINAJE1,18W000000000R5SE,TINAJE1,UF SOLAR TINAJEROS 1,Solar fotovoltaica,NEXU,FTINJR1,"5,0"
TINAJR2,18W000000000R5TC,TINAJR2,UF SOLAR TINAJEROS 2,Solar fotovoltaica,NEXU,FTINJR2,"5,0"
TIOHERR,18WTIOHERR-123-R,TIOHERR,SOCIEDAD DE TRATAMIENTO HORNIL,Gas natural cogeneración,GNCO,TFGASN,"7,4"
TIRAPU,18W000000000HGQP,TIRAPU,PE TIRAPU,Eólica terrestre,GNCO,EGASNE1,"13,2"
TIRCC01,18W0000000007VMS,TIRVIA,SOCIETAT MUNICIPAL DE COMERCIA,Comercializadores mercado libre,COTIR,TIRCC01,"0,3"
TIRMADR,18WTIRMADR-123-I,TIRMADR,TIRMADRID,Residuos domésticos y similares,EGLE,RTIRMA,"29,8"
TIT151,18W000000000UDW7,TIT151,TIT151,Solar fotovoltaica,SOLRC,FTIT151,"40,0"
TJE1,18WTJE1-12345-FT,TAJOENC 1G,TAJO DE LA ENCANTADA 1 GENERAC,Turbinación bombeo,ENDG,TJEG,"96,7"
TJE1B,18WTJE1B-12345-A,TAJOENC 1B,TAJO DE LA ENCANTADA 1 BOMBEO,Consumo bombeo,ENDG,TJEB,"105,0"
TJE2,18WTJE2-12345-FJ,TAJOENC 2G,TAJO DE LA ENCANTADA 2 GENERAC,Turbinación bombeo,ENDG,TJEG,"94,5"
TJE2B,18WTJE2B-12345-0,TAJOENC 2B,TAJO DE LA ENCANTADA 2 BOMBEO,Consumo bombeo,ENDG,TJEB,"105,0"
TJE3,18WTJE3-12345-F9,TAJOENC 3G,TAJO DE LA ENCANTADA 3 GENERAC,Turbinación bombeo,ENDG,TJEG,"89,5"
TJE3B,18WTJE3B-12345-R,TAJOENC 3B,TAJO DE LA ENCANTADA 3 BOMBEO,Consumo bombeo,ENDG,TJEB,"105,0"
TJE4,18WTJE4-12345--V,TAJOENC 4G,TAJO DE LA ENCANTADA 4 GENERAC,Turbinación bombeo,ENDG,TJEG,"96,0"
TJE4B,18WTJE4B-12345-H,TAJOENC 4B,TAJO DE LA ENCANTADA 4 BOMBEO,Consumo bombeo,ENDG,TJEB,"105,0"
TLA1,18WTLA1-12345-AM,TALARN 1,TALARN 1,Embalse,ENDG,EBRFEN,"8,6"
TLA2,18WTLA2-12345-AC,TALARN 2,TALARN 2,Embalse,ENDG,EBRFEN,"8,6"
TLA3,18WTLA3-12345-A2,TALARN 3,TALARN 3,Embalse,ENDG,EBRFEN,"8,6"
TLA4,18WTLA4-12345-AT,TALARN 4,TALARN 4,Embalse,ENDG,EBRFEN,"8,6"
TLAYUE2,18W000000000RAVU,TLAYUE 2,UF SOLAR TALAYUELA 2,Solar fotovoltaica,NEXU,FTLAYL2,"5,0"
TLAYUEL,18W000000000R9T0,TLAYUEL,UF SOLAR TALAYUELA 1,Solar fotovoltaica,NEXU,FTLAYL1,"5,0"
TLCMC01,18W000000000K2SE,TEL COMER1,TELECOR COMERCIALIZADORA 01,Comercializadores mercado libre,TLCOR,TLCMC01,"1,0"
TLCRC01,18W000000000JGBA,TLCRC01,TLCRC01,Consumos directos en mercado,TLCOR,TLCRC01,"16.676,1"
TLLANO,18W000000000PS6Y,TLLANO,PUERTOLLANO,Solar fotovoltaica,SHEEN,SHEPV09,"26,5"
TMADRIN,18WTMADRIN-123-8,TMADRIN,TORRE MADRINA,Eólica terrestre,IGNIS,ETMA,"50,0"
TMSIX,18W000000000NBJU,TMSIX,TMSIX,Solar fotovoltaica,GNRA,TMGAL,"38,7"
TO1PSP,18W000000000UI59,TO1PSP,TO1PSP,Solar fotovoltaica,SOLRC,FTO1PSP,"24,9"
TO2101,18W000000000UIDU,TO2101,TO2101,Solar fotovoltaica,SOLRC,FTO2101,"40,0"
TOBA,18WTOBA-12345-AX,LA TOBA,LA TOBA,Embalse,GNFG,UFTA,"0,5"
TOBOSO1,18W000000000TN16,FV TOBOSO1,FV TOBOSO 1,Solar fotovoltaica,DREUA,FDREU17,"1,0"
TOBOSO2,18W000000000V23K,FV TOBOSO2,FV TOBOSO 2,Solar fotovoltaica,DREUA,FDREU23,"1,0"
TOCONAL,18W000000000NAF4,TOCONAL,EL TOCONAL-CENTAURO,Solar fotovoltaica,ADXRE,FAUDAX,"4,4"
TOCOTI,18W000000000EP89,TOCOTI,TOCOTI,Solar fotovoltaica,CEG,F1CEG,"3,3"
TODMN,18W000000000TUZS,TODMN,TODMN,Solar fotovoltaica,GNRA,UPSON3,"2,0"
TODOSON,18WTODOSON-123-6,TODOSON,18WTODOSON-123-6,Eólica terrestre,CEG,E1CEG,"3,0"
TOECC01,18W000000000S4NN,TRISO,TRISOLARIS,Comercializadores mercado libre,TRISO,TOECC01,"1,0"
TOJ1,18WTOJ1-12345-AZ,TORREJ 1G,TORREJON GR.1 GENERAC.,Embalse,IBEG,TAJO,"32,1"
TOJ1B,18WTOJ1B-12345-6,TORREJ 1B,TORREJON GR.1 BOMBEO,Consumo bombeo,IBEG,TAJB,"18,0"
TOJ2,18WTOJ2-12345-AP,TORREJ 2G,TORREJON GR.2 GENERAC.,Embalse,IBEG,TAJO,"32,3"
TOJ2B,18WTOJ2B-12345-X,TORREJ 2B,TORREJON GR.2 BOMBEO,Consumo bombeo,IBEG,TAJB,"18,0"
TOJ3,18WTOJ3-12345-AF,TORREJ 3G,TORREJON GR.3 GENERAC.,Embalse,IBEG,TAJO,"32,3"
TOJ3B,18WTOJ3B-12345-N,TORREJ 3B,TORREJON GR.3 BOMBEO,Consumo bombeo,IBEG,TAJB,"18,0"
TOJ4,18WTOJ4-12345-A5,TORREJ 4G,TORREJON GR.4 GENERAC.,Embalse,IBEG,TAJO,"33,6"
TOJ4B,18WTOJ4B-12345-D,TORREJ 4B,TORREJON GR.4 BOMBEO,Consumo bombeo,IBEG,TAJB,"18,0"
TOLSA,18WTOLSA-1234--0,TOLSA,TOLSA,Gas natural cogeneración,CEG,TTOLSA,"12,5"
TOMACAN,18WTOMACAN-123-7,TOMACAN,TOMA CANAL DE NAVARRA,Fluyente,CEG,HPCANAV,"20,0"
TOMI,18W000000000RM4B,TOMI,EL TOMILLAR,Solar fotovoltaica,REPSB,FTOMI,"13,0"
TOMIRO1,18WTOMIRO1-12--V,TOMIRO,P.E.TORRE MIRO I,Eólica terrestre,MEDI,EMEDI,"49,5"
TOMIRO2,18WTOMIRO2-12--O,TOMIRO2,P.E. TORRE MIRO II,Eólica terrestre,MEDI,EMEDI,"49,5"
TOMMC01,18W000000000SA70,TOMMI,TOMMI ENERGY SL,Comercializadores mercado libre,TOMMY,TOMMC01,"1,0"
TOR,18WTOR-123456-AU,TORINA 1,TORINA 1,Embalse,REPSB,VIES,"4,5"
TOR2,18WTOR2-12345-AB,TORINA 2,TORINA 2,Embalse,REPSB,VIES,"4,2"
TOR3,18WTOR3-12345-A1,TORINA 3,TORINA 3,Embalse,REPSB,VIES,"5,6"
TOR3LE,18W000000000UA5X,TOR3LE,TOR3LE,Solar fotovoltaica,SOLRC,FTOR3LE,"11,5"
TORANZA,18WTORANZA-12-EM,TORANZA,TORANZA,Eólica terrestre,EGLE,EEWING,"25,2"
TORDERA,18W000000000TPQO,PS TORDERA,PS TORDERA 2,Solar fotovoltaica,EPYM,EYPPV4,"1,9"
TORDES1,18W000000000LCSH,TORD1,TORDES1,Solar fotovoltaica,GESTE,FTORDE1,"20,8"
TORDES2,18W000000000LCTF,TORD2,TORDES2,Solar fotovoltaica,GESTE,FTORDE1,"13,5"
TORDES3,18W000000000RJE0,TORDES3,TORDESILLAS,Solar fotovoltaica,WMARK,FFWMARK,"3,0"
TORDOS,18W000000000N9X8,TORDOS,PE TOROZOS II,Eólica terrestre,GNCO,EGASN2U,"35,2"
TOREC,18WTOREC-12345-1,TOREC,PARQUE EÓLICO LA TORRECILLA,Eólica terrestre,IBGES,EHIBGES,"38,2"
TOREC01,18W0000000003EJR,TOREC01,TOREC01,Comercializadores mercado libre,TOREN,TOREC01,"0,1"
TORIJA3,18W000000000IRVF,T3,TR3,Solar fotovoltaica,GESTE,FTORIJ3,"4,7"
TORIJS,18W000000000G7NP,TORJS,TORIJASUR,Solar fotovoltaica,GESTE,FTORIJ2,"4,7"
TORIL,18W000000000RK3J,CHTORILES,CHTORILES,Fluyente,INTRA,HDALT02,"1,3"
TORJAIV,18W000000000KSOI,TJ4,TORIJA4,Solar fotovoltaica,GESTE,FTORIJ4,"4,7"
TORMC01,18W000000000U852,TORMESH,TORMEHS SOLUTIONS,Comercializadores mercado libre,TORME,TORMC01,"1,0"
TOROZA,18W000000000G9YY,TOROZA,PE TOROZOS A,Eólica terrestre,GNCO,EGASN2U,"41,8"
TOROZB,18W000000000G9ZW,TOROZB,P E TOROZOS B,Eólica terrestre,GNCO,EGASN2U,"33,0"
TOROZC,18W000000000GA0P,TOROZC,P E TOROZOS C,Eólica terrestre,GNCO,EGASN2U,"39,6"
TORR,18W000000000PKQI,TORRIJ,TORRIJOS ELW,Solar fotovoltaica,IGNIS,FTORRIJ,"42,5"
TORREC1,18W000000000RSF8,TORRE,TORRECILLA1,Solar fotovoltaica,GESTE,FGST135,"3,5"
TORREC2,18W000000000RSH4,TORREC,TORRECILLA2,Solar fotovoltaica,GESTE,FGST136,"2,2"
TORREMO,18W000000000MSDW,TORREMO,LA PIZARRA TORREMOCHA,Solar fotovoltaica,WMARK,FFWMARK,"8,5"
TORRIJ,18W000000000MBD9,UFTORRIJOS,UF ELAWAN TORRIJOS,Solar fotovoltaica,IGNIS,FTORRJ,"30,0"
TORRNOR,18W000000000REYC,TORRNOR,TORRIJOS NORTE,Solar fotovoltaica,WMARK,FVTORRN,"4,7"
TORRSUR,18W000000000REZA,TORRSUR,TORRIJOS SUR,Solar fotovoltaica,WMARK,FVTORRS,"4,7"
TORTE01,18W-TORTE01-5--8,TORTE01,TORTE01,Consumos directos en mercado,TORTE,TORTE01,"100,0"
TORTE2,18WTORTOSA2-12-7,TORTE2,TORTOSA 2,Gas natural cogeneración,COGEN,TAE3COG,"13,5"
TORTOSA,18WTORTOSA-12-DT,TOSTOSA,TORTOSA,Gas natural cogeneración,COGEN,TAE2COG,"32,0"
TOTANA,18W000000000F6AL,TOTANA II,FV TOTANA II,Solar fotovoltaica,ECYR,FEGPEM,"73,8"
TOTANA4,18W000000000RNBV,TOTANA4,UF SOLAR TOTANA IV,Solar fotovoltaica,NEXU,FTOTANA,"4,5"
TOTGCP3,18W-TOTGCP3-1--O,TOTGCP3,TOTGCP3,Importación Francia,TOTGA,TOTGCP3,"1.400,0"
TOTGVP3,18W-TOTGVP3-6--0,TOTGVP3,TOTGVP3,Exportación Francia,TOTGA,TOTGVP3,"1.400,0"
TOURADO,18W000000000LA5W,TDO,ETOURDO,Eólica terrestre,NEXU,EMTOURD,"10,3"
TOURINA,18WTOURINA-123-F,TOURINA,P.E. TOURIÑAN IV,Eólica terrestre,ECYR,EEGPEM,"24,6"
TOURO,18WTOURO-12345-Q,TOURO,C.H. TOURO - 2,Fluyente,WMARK,HRWMARK,"12,8"
TOWASR,18W000000000TST9,TOWASR,TOWASR,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
TPEEXXI,18W-TPEEXXI-1--F,TPEEXXI,END CUR  ( TERMICA NO RENOVABL,Gas natural cogeneración,EEXXI,TPEEXXI,"0,9"
TPEONUR,18W-TPEONUR-1--9,TPEONUR,E.ON CUR ( TERMICA NO RENOVABL,Gas natural cogeneración,EONUR,TPEONUR,"0,0"
TPHCCUR,18W-TPHCCUR-2--N,TPHCCUR,"HC CUR ( TERMICA NO RENOVABLE,",Gas natural cogeneración,HCCUR,TPHCCUR,"0,0"
TPIBCUR,18W-TPIBCUR-2--M,TPIBCUR,IB CUR  (  TERMICA NO RENOVABL,Derivados del petróleo o carbón,IBCUR,TPIBCUR,"2,0"
TPODEBO,18W000000000OKH3,TYCEG,"CEG(TARIFA,NO RENOV,NO EXENTO)",Gas natural cogeneración,CEG,TPODEBO,"0,5"
TPPURI,18WTPPURI-1234-3,TPPURI,COGENERACION PURI,Derivados del petróleo o carbón,FEN,TPFEN,"0,0"
TRA1,18WTRA1-12345-AO,TRNCOLOB 1,TRANCO DEL LOBO 1,Fluyente,IBEG,JUCA,"1,2"
TRA2,18WTRA2-12345-AE,TRNCOLOB 2,TRANCO DEL LOBO 2,Fluyente,IBEG,JUCA,"1,2"
TRA3,18WTRA3-12345-A4,TRNCOLOB 3,TRANCO DEL LOBO 3,Fluyente,IBEG,JUCA,"1,2"
TRACTA,18W000000000RD25,TRACTA,TRACTA,Biogás,DETIC,TTRACTA,"1,3"
TRADC01,18W000000000H8A7,TRADC01,TRADC01,Consumos directos en mercado,TRADB,TRADC01,"11.136,0"
TRAFO,18W0000000008QRT,TRAFO,UF TRAFO FOTOVOLTAICA,Solar fotovoltaica,GNRA,TOFGE,"1,9"
TRAJUN,18W000000000RD17,TRAJUN,TRAJUN,Gas natural cogeneración,DETIC,TTRAJUN,"15,0"
TRALMAZ,18WTRALMAZ-123-4,TRALMAZ,PLANTA TRATAMIENTO PURINES ALM,Gas natural cogeneración,GNCO,TFGASN,"14,8"
TRAPERA,18WTRAPERA-123-1,TRAPERA,18WTRAPERA-123-1,Eólica terrestre,EGLE,EPEGLE,"9,9"
TRARGIS,18WTRARGIS-123-K,TRARGIS,TRARGISA,Residuos domésticos y similares,AME,RESIAME,"2,0"
TRASESA,18WTRASESA-12-DL,TRASESA,TRASESA,Residuos domésticos y similares,TERSA,TYTERSA,"31,7"
TRATPUR,18W000000000RA3C,TRATPUR,TRATAMIENTO DE PURINES,Gas natural cogeneración,EGLE,TECONAV,"15,0"
TRB1,18WTRB1-12345-AD,TRNCOBEA 1,TRANCO DE BEAS 1,Embalse,ENDG,GDLQ,"15,7"
TRB2,18WTRB2-12345-A3,TRNCOBEA 2,TRANCO DE BEAS 2,Embalse,ENDG,GDLQ,"7,6"
TRB3,18WTRB3-12345-AU,TRNCOBEA 3,TRANCO DE BEAS 3,Embalse,ENDG,GDLQ,"15,7"
TRBGN,18W000000000MHFO,TRBGN,TRBGN,Solar fotovoltaica,GNRA,HABGN,"42,2"
TRBON,18W000000000GOZO,TRBON,TRBON,Solar fotovoltaica,GNRA,UPBON3,"36,7"
TRC2,18WTRC2-12345--E,TRC2,TRC2,Fluyente,WMARK,TRC2,"0,9"
TRCD,18WTRCD-12345-AU,TRONCEDA,TRONCEDA,Fluyente,WMARK,TRCD,"2,2"
TRD1,18WTRD1-12345-AS,TERRADET 1,TERRADETS 1,Embalse,ENDG,EBRFEN,"16,0"
TRD2,18WTRD2-12345-AI,TERRADET 2,TERRADETS 2,Embalse,ENDG,EBRFEN,"16,0"
TRDESI,18W000000000L9M1,TRDESI,UF TRDESI,Solar fotovoltaica,NEXU,FTRDESI,"9,9"
TRE1,18WTRE1-12345-AH,TRESPAD 1 ,TRESPADERNE 1,Embalse,IBEG,EBRA,"7,4"
TRE2,18WTRE2-12345-A7,TRESPAD 2,TRESPADERNE 2,Embalse,IBEG,EBRA,"7,4"
TREAQ1,18W000000000T694,TREAQ1,TREAQ1,Solar fotovoltaica,GNRA,UPTREV1,"24,5"
TREAQ2,18W000000000T686,TREAQ2,TREAQ2,Solar fotovoltaica,GNRA,UPTREV2,"24,5"
TREITO,18WTREITO-123-ES,TREITO,P.E. MONTE TREITO,Eólica terrestre,IBGES,EHIBGES,"30,3"
TREMUZO,18WTREMUZO-12-EX,TREMUZO,P.E. TREMUZO,Eólica terrestre,IBGES,EHIBGES,"44,6"
TRESPIC,18WTRESPIC-12--9,TRESPIC,P.E. TRES PICOS,Eólica terrestre,WMARK,EFWMARK,"2,4"
TRGU,18WTRGU-12345-A1,TREGURA,TREGURA,Fluyente,ENDG,EBRFEN,"4,5"
TRI1,18W000000000T37H,TRI1,TRI1,Solar fotovoltaica,REPSB,FTRI,"42,5"
TRI2,18W000000000T38F,TRI2,TRI2,Solar fotovoltaica,REPSB,FTRI,"42,5"
TRI3,18W000000000S779,TRII3,TRILLO 3,Solar fotovoltaica,REPSB,FTRI,"42,5"
TRI4,18W000000000T39D,TRI4,TRI4,Solar fotovoltaica,REPSB,FTRI,"42,5"
TRICC01,18W000000000SZ8Y,TRICLINIUM,TRICLINIUM INVERSIONES SL,Comercializadores mercado libre,TRICL,TRICC01,"0,6"
TRILLO1,18W000000000Q0VR,THERMISTO,THERMISTO FV147,Solar fotovoltaica,SHEEN,SHEPV22,"40,0"
TRILLO2,18W000000000Q6BC,TELESTO7,TELESTO7,Solar fotovoltaica,SHEEN,SHEPV23,"40,0"
TRILLO3,18W000000000Q4BI,TRILLO3,TETHYS FV144 TRILLO3,Solar fotovoltaica,SHEEN,SHEPV24,"40,0"
TRILLO4,18W000000000Q0XN,RHEA,TRILLO4,Solar fotovoltaica,SHEEN,SHEPV25,"40,0"
TRILLO5,18W000000000Q6D8,TELESTO,TELESTO,Solar fotovoltaica,SHEEN,SHEPV26,"40,0"
TRIPCX1,18W000000000SU0S,PORGENC,PORT_GEN_CMPRA,Porfolio,TRISO,TRIPCX1,"9.999,0"
TRIPVX1,18W000000000SU2O,PORGENV,PORT_GEN_VNTA,Porfolio,TRISO,TRIPVX1,"9.999,0"
TRITURA,18W000000000U03U,TRITURA,TRITURA,Comercializadores mercado libre,EDPCL,EDPCR01,"1,0"
TRL1,18WTRL1-12345-BC,TRILLO,TRILLO I,Nuclear,IGNU,TRL1,"1.003,4"
TRLL,18W000000000TAVM,TRLL,TRLL,Eólica terrestre,REPSB,ECERRA2,"50,0"
TRRMOT,18W000000000V484,TRRMOT,TRRMOT,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
TRRSJO,18W000000000V492,TRRSJO,TRRSJO,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
TRRSMA,18WTRRSMA--12-DK,TRRSMA,TRA I REV R SOLIDS DEL MARESME,Residuos domésticos y similares,UTTEM,TUTETEM,"11,2"
TRRZAR,18W000000000V4A0,TRRZAR,TRRZAR,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
TRUCAF,18WTRUCAF-123-E7,TRUCAF,P.E. EL TRUCAFORT,Eólica terrestre,GNCO,EFPART,"29,8"
TRUET,18W00000000001TL,TRUETA,UF TRUETA,Gas natural cogeneración,AME,TWAME,"1,4"
TRUJSER,18W-TRUJSER-7--V,TRUJSER,TRUJILLO 3,Solar fotovoltaica,GNRA,VEMTR,"10,0"
TSEAT,18WTSEAT-1234--1,SEAT,SEAT,Gas natural cogeneración,AME,TGSEAT,"22,8"
TSLARIS,18W000000000TXKC,TSRISCA,TS LA RISCA,Solar térmica,WMARK,TSRISCA,"50,0"
TSMAJAD,18W000000000TXJE,TSMAJADAS,TS MAJADAS,Solar térmica,WMARK,TSMAJAD,"50,0"
TSOLC01,18W-TSOLC01-6--4,TSOL_UPC01,TSOL_UPC01,Comercializadores mercado libre,TSOL,TSOLC01,"75,0"
TSPALM1,18W000000000TXDQ,TSPALMAR,TS PALMA RIO I,Solar térmica,WMARK,TSPALMA,"50,0"
TSPALM2,18W000000000TXEO,TSPALMARI,TS PALMA RIO II,Solar térmica,WMARK,TSPALMA,"50,0"
TSRDCP3,18W000000000IY3D,TSRDCP3,TSRDE EXPORT,Importación Francia,TSRDE,TSRDCP3,"500,0"
TSRDVP3,18W000000000IY4B,TSRDVP3,TSR DE IMPORT UNIT,Exportación Francia,TSRDE,TSRDVP3,"500,0"
TUBERI,18W000000000V3DY,TUBERI,TUBERI,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
TUC132,18W000000000TKN8,TUC132,TUC132,Solar fotovoltaica,SOLRC,FTUC132,"30,0"
TUDEAB,18W000000000OSFK,TUDEAB,TUDEAB,Comercializadores mercado libre,EDPCL,EDPCR01,"1,0"
TUDELA,18WTUDELA-123-AD,TUDELA,SALTO DE TUDELA,Fluyente,EGED,HFEGED,"5,0"
TUDELR,18W000000000OSHG,TUDELR,TUDELR,Comercializadores mercado libre,EDPCL,EDPCR01,"1,0"
TUDETV,18W000000000OSGI,TUDETV,TUDETV,Comercializadores mercado libre,EDPCL,EDPCR01,"1,0"
TUELC01,18W000000000OX9H,UP TUELE,UP TU ELECTRICA,Comercializadores mercado libre,TUELE,TUELC01,"0,1"
TUREGAN,18WTUREGAN-123-Q,TUREGAN,TURÉGANO,Gas natural cogeneración,COGEN,TIGTUR,"14,6"
TUROMAG,18WTUROMAG-123-W,TUROMAG,P.E TURO,Eólica terrestre,GNCO,EGASNE0,"28,0"
TURRNRO,18W000000000LPZ1,TURRONEROS,UF SOLAR TURRONEROS,Solar fotovoltaica,NEXU,FTURRON,"42,2"
TUSSBA,18W000000000MIFL,TUSSBA,TUSSBA,Solar fotovoltaica,GNRA,FVGNRA,"4,2"
TWINHS1,18W000000000S44O,FGST155,FGST155,Solar fotovoltaica,GESTE,FGST155,"1,4"
TXUTXU,18WTXUTXU-123-EU,TXUTXU,P.E. TXUTXU,Eólica terrestre,EGED,EGREEN,"17,4"
TXZC01F,18W000000000U1NO,TXZC01F,TXZC01F,Consumos directos en mercado,TEXOR,TEXZR01,"1,5"
TYAME,18W-TYAME-890--T,TYAME,"AME (NORENOV.,TARIFA,NOEXENTA)",Gas natural cogeneración,AME,TYAME,"8,1"
TYCEG,18W-TYCEG-579--K,TYCEG,"CEG(TARIFA,NO RENOV,NO EXENTO)",Gas natural cogeneración,CEG,TYCEG,"3,5"
TYEEXXI,18W-TYEEXXI-3--J,TYEEXXI,"END CUR  ( TARIFA, TERMICA NO",Gas natural cogeneración,EEXXI,TYEEXXI,"24,8"
TYEGLE,18W-TYEGLE-12--5,TYEGLE,TYEGLE,Gas natural cogeneración,EGLE,TYEGLE,"3,0"
TYEONUR,18W-TYEONUR-8--U,TYEONUR,"E.ON CUR ( TARIFA, TERMICA NO",Gas natural cogeneración,EONUR,TYEONUR,"6,7"
TYGENER,18W-TYGENER-2--E,TYGENER,TYGENER,Gas natural cogeneración,ADXRE,TYGENER,"0,9"
TYGNRA,18W-TYGNRA-53--Q,TYGNRA,TYGNRA,Gas natural cogeneración,GNRA,TYGNRA,"3,4"
TYGNSUR,18W-TYGNSUR-6--O,TYGNSUR,"GN SUR SDG ( TARIFA, TERMICA N",Gas natural cogeneración,GNSUR,TYGNSUR,"36,5"
TYHCCUR,18W-TYHCCUR-8--B,TYHCCUR,"HC CUR ( TARIFA,TERMICA NO REN",Gas natural cogeneración,HCCUR,TYHCCUR,"6,0"
TYHCG,18W000000000DA4T,TYHCG,VENTA COGENERACIONES Y MICROS,Gas natural cogeneración,HC G,TYHCG,"0,0"
TYIBCUR,18W-TYIBCUR-6--I,TYIBCUR,"IB CUR  ( TARIFA, TERMICA NO R",Gas natural cogeneración,IBCUR,TYIBCUR,"117,4"
TYLAUE3,18W000000000R1EH,TYLAUE3F,UF DE TYLAUE3,Derivados del petróleo o carbón,LAUEI,TYLAUE3,"9,2"
TYLMER,18W-TYLMER-10--2,TYLMER,CERÁMICA DOBON,Gas natural cogeneración,LMER,TYLMER,"28,6"
TYNEXU,18W-TYNEXU-65--L,TYNEXU,TYNEXU,Gas natural cogeneración,NEXU,TYNEXU,"8,1"
TYWMARK,18W-TYWMARK-7--2,TYWMARK,COGENERACION SIN UF,Gas natural cogeneración,WMARK,TYWMARK,"4,8"
TZNETA,18W000000000T34N,TZNETA,UF SOLAR ATZENETA,Solar fotovoltaica,NEXU,FTZNETA,"1,5"
UB09BU,18W000000000OSQZ,UB09BU,UB09BU,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
UBE000,18W000000000S31X,UBE000,UBE000,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
UBORC01,18W000000000VDOJ,UBORA,UBORA ENERGIA SOCIAL SL,Comercializadores mercado libre,UBORA,UBORC01,"1,0"
UCARRIL,18W000000000HG3Y,UCARRIL,UF SOLAR CARRIL,Solar fotovoltaica,NEXU,FCARRIL,"42,2"
