up_code,up_name_final,legal_entity,group_name,group_confidence,ownership_pct,ownership_pct_numeric,owner_count,technology,unit_type_omie,zone_omie,uf_count,uf_codes,uf_names,subject_code,mapping_source,group_source_url
GNVD233,UOF GNVD233,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD234,UOF GNVD234,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Eólica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD236,GNVD236,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD237,GNVD237,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD238,UOF GNVD238,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Térmica Renovable,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD239,UOF GNVD239,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Térmica no,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD240,UOF GNVD240,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Térmica no,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD241,UOF GNVD241,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Térmica no,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD242,UOF GNVD242,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Térmica no,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD243,UOF GNVD243,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Térmica no,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD244,UOF GNVD244,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Térmica no,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD245,UOF GNVD245,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD246,UOF GNVD246,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD247,UOF GNVD247,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD248,UOF GNVD248,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD249,UOF GNVD249,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD250,UOF GNVD250,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD251,UOF GNVD251,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD252,UOF GNVD252,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD253,UOF GNVD253,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD254,UOF GNVD254,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD255,UOF GNVD255,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD256,UOF GNVD256,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD257,UOF GNVD257,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD258,UOF GNVD258,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD259,UOF GNVD259,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD260,UOF GNVD260,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD261,UOF GNVD261,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD262,UOF GNVD262,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD263,UOF GNVD263,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD264,UOF GNVD264,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Eólica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD265,UOF GNVD265,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD266,UOF GNVD266,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD267,UOF GNVD267,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD268,UOF GNVD268,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD269,UOF GNVD269,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD270,UOF GNVD270,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD271,UOF GNVD271,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD272,UOF GNVD272,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD273,UOF GNVD273,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD274,UOF GNVD274,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD275,UOF GNVD275,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Eólica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD276,UOF GNVD276,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Eólica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD277,UOF GNVD277,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Térmica no,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD278,UOF GNVD278,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Térmica no,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD279,UOF GNVD279,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD280,UOF GNVD280,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD281,UOF GNVD281,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD282,UOF GNVD282,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD283,UOF GNVD283,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD284,UOF GNVD284,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD285,UOF GNVD285,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD286,UOF GNVD286,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD287,UOF GNVD287,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD288,UOF GNVD288,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD289,UOF GNVD289,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD290,UOF GNVD290,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD291,UOF GNVD291,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD292,UOF GNVD292,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD293,UOF GNVD293,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD294,UOF GNVD294,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD295,UOF GNVD295,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD296,UOF GNVD296,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD297,UOF GNVD297,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD298,UOF GNVD298,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Eólica Marina,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD299,UOF GNVD299,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD300,UOF GNVD300,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD301,UOF GNVD301,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD302,GNVD302,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Eólica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD303,UOF GNVD303,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD304,UOF GNVD304,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD305,UOF GNVD305,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD306,UOF GNVD306,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD307,UOF GNVD307,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD308,UOF GNVD308,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD310,UOF GNVD310,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Eólica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD311,UOF GNVD311,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD312,UOF GNVD312,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD313,UOF GNVD313,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD314,UOF GNVD314,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD315,UOF GNVD315,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD316,UOF GNVD316,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD317,UOF GNVD317,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD318,UOF GNVD318,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD319,UOF GNVD319,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD320,UOF GNVD320,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD321,UOF GNVD321,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD322,UOF GNVD322,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD323,UOF GNVD323,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD324,UOF GNVD324,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD325,UOF GNVD325,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD326,UOF GNVD326,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD327,GNVD327,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD328,UOF GNVD328,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD329,UOF GNVD329,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD330,UOF GNVD330,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD331,GNVD331,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD332,GNVD332,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,Híbrida Renov.-Almacenamiento,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD333,GNVD333,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD334,GNVD334,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD335,GNVD335,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD336,GNVD336,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD338,GNVD338,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD339,GNVD339,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD340,GNVD340,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD341,GNVD341,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD342,GNVD342,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD343,GNVD343,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Eólica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD344,UOF GNVD344,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD345,UOF GNVD345,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD346,UOF GNVD346,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD348,UOF GNVD348,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD349,UOF GNVD349,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD350,UOF GNVD350,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD351,UOF GNVD351,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD352,UOF GNVD352,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD353,UOF GNVD353,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD354,UOF GNVD354,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD355,UOF GNVD355,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD356,UOF GNVD356,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD357,UOF GNVD357,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD358,UOF GNVD358,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD359,UOF GNVD359,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD360,UOF GNVD360,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD361,UOF GNVD361,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD362,UOF GNVD362,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD363,UOF GNVD363,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD364,UOF GNVD364,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD365,UOF GNVD365,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD366,UOF GNVD366,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD367,UOF GNVD367,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD368,UOF GNVD368,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD369,UOF GNVD369,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD370,UOF GNVD370,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD371,UOF GNVD371,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD372,UOF GNVD372,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD373,UOF GNVD373,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD374,UOF GNVD374,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Eólica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD375,GNVD375,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
GNVD376,UOF GNVD376,GNERA ENERGIA Y TECNOLOGIA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
