uf_code,uf_name,up_code,subject_code,technology_esios
DYNFC01,DYNEFF,DYNFC01,DYNEF,Comercializadores mercado libre
EACER,EACER,SESAR01,SHELL,Comercializadores mercado libre
EALBC01,EALBC01 CO,EALBC01,EALB,Comercializadores mercado libre
EALMC01,ALMENAR_UP,EALMC01,ELALM,Comercializadores mercado libre
EAM0C01,EAM0C01 CO,EAM0C01,EAM01,Comercializadores mercado libre
EAMB02,EAMB02,EAMV02,AMADR,Solar fotovoltaica
EAMB03,EAMB03,EAMV03,AMADR,Solar fotovoltaica
EAMB04,EAMB04,EAMV04,AMADR,Solar fotovoltaica
EAMB05,EAMB05,EAMV05,AMADR,Solar fotovoltaica
EAMB06,EAMB06,EAMV06,AMADR,Solar fotovoltaica
EAMC01,ANT MAD,EAMC01,AMADR,Comercializadores mercado libre
EAMIN,EAMIN,SESAR01,SHELL,Comercializadores mercado libre
EBALSAS,EBALSAS,ECENDER,WMARK,Eólica terrestre
EBAT,EBAT,JUCAR2,CTNU,Fluyente
EBE1,BERBEL 1,EBRACC1,ENDG,Fluyente
EBE2,BERBEL 2,EBRACC1,ENDG,Fluyente
EBE3,BERBEL 3,EBRACC1,ENDG,Fluyente
EBIACA1,EBIACA1,EBIACA1,EBIAR,Comercializadores mercado libre
EBLCO01,EBLCO01,EBLCO01,EBLCO,Comercializadores mercado libre
EBLL,EBLL,TEBLLRB,AME,Gas natural cogeneración
EBLPCX1,PORGENC,EBLPCX1,EBLCO,Porfolio
EBLPVX1,PORGENV,EBLPVX1,EBLCO,Porfolio
EBO1,BOSQUE 1,JUCA,IBEG,Embalse
EBO2,BOSQUE 2,JUCA,IBEG,Embalse
EBOSC,EBOSC,FVGNRA,GNRA,Solar fotovoltaica
EBRA,EBRA,EFGNRA,GNRA,Eólica terrestre
EBREC01,EBREC01,EBREC01,EBROE,Comercializadores mercado libre
EBRO1,EBRO1,FSOVAL,EGLE,Solar fotovoltaica
EBROC,CAMPO,HPUEYO,GNRA,Fluyente
ECA1,CABILDO 1,ASIDUE,ASIE,Fluyente
ECA2,CABILDO 2,ASIDUE,ASIE,Fluyente
ECAIX,ECAIX,FVCARR,GNRA,Solar fotovoltaica
ECATC01,ECATC01,ECATC01,ELCAT,Comercializadores mercado libre
ECAZC01,ECAZC01,ECAZC01,ECADZ,Comercializadores mercado libre
ECEC01,ECEC01,ECEC01,ECE,Comercializadores mercado libre
ECHAGUE,ECHAGUE,EGREEN,EGED,Eólica terrestre
ECHO,CHORRO DUQ,ECHO,HIDRJ,Fluyente
ECIFW,ECIFW,FVGNRA,GNRA,Solar fotovoltaica
ECKER,ECKER,TECKER,PECKE,Gas natural cogeneración
ECLEN,CAÑADA UF,ES-EYPP,EPYM,Solar fotovoltaica
ECNDC01,ECND,ECNDC01,ECOND,Comercializadores mercado libre
ECO2,ECO2B,RGAME,AME,Biogás
ECOESP,ECOESP,TBIOEC,EENER,Gas natural cogeneración
ECOFC01,ECOFUTURA,ECOFC01,ECOFU,Comercializadores mercado libre
ECOIB,ECOIBERIA,FVECOIB,CEG,Solar fotovoltaica
ECOLC01,UPECOLE01,ECOLC01,ECOLE,Comercializadores mercado libre
ECOMED3,ECOMED3,RECMED,CEG,Biogás
ECOPAR,ECOPAR,RYGEMSL,GEMSL,Biogás
ECOPAR1,ECOPAR1,RECOBAR,EGLE,Biogás
ECOTC01,ECOT,ECOTC01,ECOTH,Comercializadores mercado libre
ECOTOL,ECOTOL,SESBIO7,SHELL,Biogás
ECOVC01,ECOVC01,ECOVC01,ECOVE,Comercializadores mercado libre
ECSCCA1,ECSCCA1,ECSCCA1,CALLO,Comercializadores mercado libre
ECT2TG1,ECT2TG1,ECT2,CYDDP,Ciclo combinado
ECT2TG2,ECT2TG2,ECT2,CYDDP,Ciclo combinado
ECT2TG3,ECT2TG3,ECT2,CYDDP,Ciclo combinado
ECT2TG4,ECT2TG4,ECT2,CYDDP,Ciclo combinado
ECT2TV,ECT2TV,ECT2,CYDDP,Vapor
ECT2X,ECT2X,ECT2X,CYDDP,Consumo de Servicios Auxiliares
ECT3TG1,ECT3TG1,ECT3,REPSB,Ciclo combinado
ECT3TG2,ECT3TG2,ECT3,REPSB,Ciclo combinado
ECT3TV1,ECT3TV1,ECT3,REPSB,Vapor
ECVIL,UF ECVIL,EFGNRA,GNRA,Eólica terrestre
ECYRREX,ECYRREX,ECYRREX,ECYR,Consumo de Servicios Auxiliares
EDARLEO,EDARLEON,TFEGED,EGED,Gas natural cogeneración
EDFAC01,EDFAC01,EDFAC01,EDFAC,Comercializadores mercado libre
EDFSC01,SERRALLO,EDFSC01,EDFAS,Comercializadores mercado libre
EDFTC01,INTRA,EDFTC01,EDFT,Comercializadores mercado libre
EDFTCP3,EDFTCP3,EDFTCP3,EDFT,Importación Francia
EDFTVP3,EDFTVP3,EDFTVP3,EDFT,Exportación Francia
EDIAV,EDIAV,FVGNRA,GNRA,Solar fotovoltaica
EDIIX,EDIIX,UPSON2,GNRA,Solar fotovoltaica
EDMUND3,EDMUNDO3,HHRSPRA,RSPRA,Hidráulica - No UGH
EDMUNDO,EDMUNDO,HHRSPRA,RSPRA,Hidráulica - No UGH
EDPCC01,EDPCC01,EDPCC01,EDPCL,Comercializadores mercado libre
EDPCOX,SSAA EDPC,EDPCOX,NATGA,Consumo de Servicios Auxiliares
EDRERO,EDRERO,FEDRERO,CEG,Solar fotovoltaica
EE21C01,EE21C01,EE21C01,EEXXI,Comercializadores último recurso
EE21CEB,ENLACE PB,EE21CEB,EEXXI,Enlace Baleares
EEFV002,BEMBEAC,ENDRE02,ENDCO,Solar fotovoltaica
EEFV003,MERLINAC,ENDRE02,ENDCO,Solar fotovoltaica
EEHU2UF,EEHU2UFI,EEHU2,ENCHU,Biomasa
EEM20,EEM20,REEM20,ENCEG,Biomasa
EENC01,EENC01,EENC01,EEN,Comercializadores mercado libre
EENEC01,EENEC01,EENEC01,EENER,Consumos directos en mercado
EFGC01,EFGC01,EFGC01,EFG,Comercializadores mercado libre
EFIDC01,EFIDU,EFIDC01,EFIDU,Comercializadores mercado libre
EFIDC02,FYGNSUR,EFIDC02,EFIDU,Solar fotovoltaica
EFIRC01,EFIRA,EFIRC01,EFIRA,Comercializadores mercado libre
EGA,EGA,FEGA,EGLE,Solar fotovoltaica
EGABBIO,EGABBIO,REGBRE,COGEN,Biomasa
EGABCHP,EGABCHP,TEGBREN,COGEN,Gas natural cogeneración
EGALC01,EGAMA,EGALC01,EGALE,Comercializadores mercado libre
EGAZC01,EGAZE,EGAZC01,EGAZE,Comercializadores mercado libre
EGCMC01,EGCMC01,EGCMC01,ENDG,Comercializadores mercado libre
EGEDC01,EGEDC01,EGEDC01,EGED,Comercializadores mercado libre
EGEDCP3,UP DERECHO,EGEDCP3,EGED,Importación Francia
EGEDCX,UP SER AUX,EGEDCX,EGED,Consumo de Servicios Auxiliares
EGEDVP3,VTA DERECH,EGEDVP3,EGED,Exportación Francia
EGENB01,EGENB01,EGENR01,EGEN,Comercializadores mercado libre
EGENB02,EGENB02,EGENR01,EGEN,Comercializadores mercado libre
EGENB03,EGENB03,EGENR01,EGEN,Comercializadores mercado libre
EGENB04,EGENB04,EGENR01,EGEN,Comercializadores mercado libre
EGENB05,EGENB05,EGENR01,EGEN,Comercializadores mercado libre
EGENC01,EGENC01,EGENC01,EGEN,Comercializadores mercado libre
EGILLOR,EGUILLO,HEGILLO,CEG,Fluyente
EGK-QP,EGK-QP,TGYER01,TGYE,Comercializadores mercado libre
EGLCCX1,PORGENC,EGLCCX1,EGLE,Porfolio
EGLCVX1,PORGENV,EGLCVX1,EGLE,Porfolio
EGLEC01,EGLEC01,EGLEC01,EGLE,Comercializadores mercado libre
EGLECP3,EGLE EX C,EGLECP3,EGLE,Importación Francia
EGLEVP3,EGLE IM C,EGLEVP3,EGLE,Exportación Francia
EGLEX,EGLEX,EGLEX,EGLE,Consumo de Servicios Auxiliares
EGLPCX1,EGLPCX1,EGLPCX1,EGLE,Porfolio
EGLPVX1,EGLPVX1,EGLPVX1,EGLE,Porfolio
EGNIC01,EGNIC01,EGNIC01,EGNIS,Comercializadores mercado libre
EGREC01,EGREC01,EGREC01,EGREN,Comercializadores mercado libre
EGU1,EGUILLOR 1,EBRA,IBEG,Fluyente
EGU2,EGUILLOR 2,EBRA,IBEG,Fluyente
EGUPC01,ES-EGSGEUP,EGUPC01,EGSGE,Comercializadores mercado libre
EHILC01,HELIA UP,EHILC01,HELIC,Comercializadores mercado libre
EINDC01,EINDC01,EINDC01,EINDE,Comercializadores mercado libre
EINTC01,EI15 PEN,EINTC01,INSOL,Comercializadores mercado libre
EITOB,EITOB,RPUEBLA,CEG,Biomasa
EITOC,EITOC,TEITOL,CEG,Gas natural cogeneración
EJE2,EJE2,FVGNRA,GNRA,Solar fotovoltaica
EKHIC01,EKHINEO,EKHIC01,EKHIN,Comercializadores mercado libre
EKIOLA,EKIOLA,FEKIOLA,NEXU,Solar fotovoltaica
EKOCMG1,EKOCMG1,RDAKIN,EGLE,Residuos domésticos y similares
ELALAMO,ELALAMO,HCGSCSA,HC G,Eólica terrestre
ELALC01,ALGIMIA,ELALC01,ELALG,Comercializadores mercado libre
ELAVC01,ELAVE01 CO,ELAVC01,ELAVE,Comercializadores mercado libre
ELBEC01,ELBEN_UP,ELBEC01,ELBEN,Comercializadores mercado libre
ELCAC01,ELCAC01,ELCAC01,ECAL,Comercializadores mercado libre
ELCAMP,ELCAMP,FELCAMP,LAUEI,Solar fotovoltaica
ELCAMPO,EL CAMPO,EEGPEV,ECYR,Eólica terrestre
ELCAST,ELCAST,HCGSCSA,HC G,Eólica terrestre
ELCIEGO,ELCIEGO,HATUDEL,EGED,Fluyente
ELCNC01,ELCNC01,ELCNC01,ELECN,Comercializadores mercado libre
ELCOTO1,ELCOTO1,ELCOTOR,WMARK,Eólica terrestre
ELEAUX,ELEAUX1,ELEAUX,ELEIA,Consumo de Servicios Auxiliares
ELECRUR,ELECRUR,HHRSPRA,RSPRA,Fluyente
ELEIC01,ELEIC01,ELEIC01,ELEIA,Comercializadores mercado libre
ELEKC01,ELEKC01,ELEKC01,ELEK,Comercializadores mercado libre
ELEPCX1,ELEPCX1,ELEPCX1,ELEIA,Porfolio
ELEPVX1,ELEPVX1,ELEPVX1,ELEIA,Porfolio
ELESC01,ELESU_UP,ELESC01,ELESU,Comercializadores mercado libre
ELGALLO,ELGALLO,ECYLEO,EGLE,Eólica terrestre
ELGEA,ELGEA,EHIBGES,IBGES,Eólica terrestre
ELGURKI,ELGURKI,EBHIBHV,IBGES,Eólica terrestre
ELIESV,ELIESV,FFRSPRA,RSPRA,Solar fotovoltaica
ELITC01,ELIE_BIO,ELITC01,ELITE,Comercializadores mercado libre
ELIXPO,ELIXPO,ENDER01,ENDCO,Comercializadores mercado libre
ELLOMAY,ELLOMAY,FELLOM,EGLE,Solar fotovoltaica
ELMIX,ELMIX,FVMAZO,GNRA,Solar fotovoltaica
ELMOC01,ELMON_UP,ELMOC01,ELMON,Comercializadores mercado libre
ELMONTE,ELMONTE,FMONTE,EGLE,Solar fotovoltaica
ELP1,PICAZO 1,JUCA,IBEG,Embalse
ELP2,PICAZO 2,JUCA,IBEG,Embalse
ELPINO,ELPINO,EELPINO,EBLCO,Eólica terrestre
ELPOC01,ELPOP,ELPOC01,ELPOP,Comercializadores mercado libre
ELPOZO,ELPOZO,TELPOZO,DETIC,Gas natural cogeneración
ELPUERT,ELPUERT,EPERTO,EGLE,Eólica terrestre
ELPUEYO,ELPUEYO,HPUEYO,GNRA,Fluyente
ELRASO,ELRASO,EFEGED,EGED,Eólica terrestre
ELSVALE,ELSVALE,FFWMARK,WMARK,Solar fotovoltaica
ELTEC01,ELTED,ELTEC01,ELTED,Comercializadores mercado libre
ELTOLL,ELTOLL,FELTOLL,LAUEI,Solar fotovoltaica
ELTOLLO,ELTOLLO,UPEBRO,IGNIS,Eólica terrestre
ELUREST,ELUREST,FSOL14,EGLE,Solar fotovoltaica
ELUROES,ELUROES,FSOL16,EGLE,Solar fotovoltaica
ELUZC01,E-LUZ,ELUZC01,ELUZE,Comercializadores mercado libre
ELV2C01,ELEVA2,ELV2C01,ELVA2,Comercializadores mercado libre
ELVAC01,ELEVA UNO,ELVAC01,ELVA1,Comercializadores mercado libre
ELVALLE,EL VALLE,EVALLE,EBLCO,Eólica terrestre
EMASAEG,EMASAEG,TEMASA,WMARK,Gas natural cogeneración
EMB1,EMBID R. 2,EBRACC1,ENDG,Fluyente
EMB2,EMBID R. 1,EBRACC1,ENDG,Fluyente
EMELC01,MELIANA,EMELC01,EMELI,Comercializadores mercado libre
EMESC01,EMESA,EMESC01,EMES,Consumos directos en mercado
EMIAC0F,ENERMIA,EMIAC01,ENEDH,Comercializadores mercado libre
EMILIAN,EMILIAN,HCALDA,EGLE,Fluyente
EMORELL,EMORELL,EMORELL,REPP,Gas natural cogeneración
EMORPER,EMORPER,EMORPER,REPP,Gas natural cogeneración
ENABAR,ENABAR,ENABAR,AME,Energía residual
ENAGASA,ENAGASA,HIBENAA,AME,"Híb. Renov., Term. No Renov"
ENAH,ENAH,GENAH,AME,Océano y geotérmica
ENAMU,ENAMU,TFENAMU,DETIC,Gas natural cogeneración
ENAQE,ENAQE,UPENA,GNRA,Solar fotovoltaica
ENARC01,ENARC01,ENARC01,ENARA,Comercializadores mercado libre
ENC1,ENCINARJ 1,GDLQ,ENDG,Embalse
ENC2,ENCINARJ 2,GDLQ,ENDG,Embalse
ENCECP3,COMPRAINTE,ENCECP3,EENER,Importación Francia
ENCEPON,RENCEG,RENCE,ENCEG,Biomasa
ENCEVP3,VENTAINTER,ENCEVP3,EENER,Exportación Francia
ENCIC01,ENCIENDE,ENCIC01,ENCIE,Comercializadores mercado libre
ENCIN,ENCIN,ECERRA2,REPSB,Eólica terrestre
ENCINED,ENCINED,EGREEN1,EGED,Eólica terrestre
ENCINIL,ENCINIL,EHIBGES,IBGES,Eólica terrestre
ENCRISA,ENCRISA,TENCRI,EGLE,Gas natural cogeneración
ENDA,ENDARLAZA,EBRA,IBEG,Fluyente
ENDE01,ENDE01,ENDE01,ENDCO,Comercializadores mercado libre
ENDEC01,ENDEC01,ENDEC01,ENDEE,Comercializadores mercado libre
ENDEC04,ENDEC AND,ENDEC04,ENDCO,Importación Andorra
ENDGCP3,ENDGCP3,ENDGCP3,ENDG,Importación Francia
ENDGVP3,ENDGVP3,ENDGVP3,ENDG,Exportación Francia
ENDIC01,ENDI ENERG,ENDIC01,ENDI,Comercializadores mercado libre
ENDKC0F,ENDKC01,ENDKC01,ENEDK,Comercializadores mercado libre
ENDPC01,ENDPC01,ENDPC01,ENDEP,Comercializadores mercado libre
ENDRE01,REPREFVAC,ENDRE01,ENDCO,Solar fotovoltaica
ENEC01,ENERGIA UN,ENEC01,ENEDG,Comercializadores mercado libre
ENEDC01,ENEDC01,ENEDC01,ENEDB,Comercializadores mercado libre
ENEEC01,AL ANDALUS,ENEEC01,ENEEX,Comercializadores mercado libre
ENEIC01,ENERFIA,ENEIC01,ENEFI,Comercializadores mercado libre
ENEMANS,ENEMANS,RENMAN,ENCEG,Biomasa
ENEPC01,ENEPC01,ENEPC01,ENEPL,Comercializadores mercado libre
ENERCOR,ENERCOR,TENERCO,GEMSL,Gas natural cogeneración
ENERE01,FYIBCUR,ENERE01,ENEDB,Solar fotovoltaica
ENERFV,ENERFV,SESPV04,SHELL,Solar fotovoltaica
ENERFV2,ENERFV2,SESPV04,SHELL,Solar fotovoltaica
ENERFV3,ENERFV3,SESPV04,SHELL,Solar fotovoltaica
ENERFV4,ENERFV4,SESPV05,SHELL,Solar fotovoltaica
ENERPOR,ENERPOR,TEPCSA,EGLE,Gas natural cogeneración
ENERS,ENERS,FVGNRA,GNRA,Solar fotovoltaica
ENERV2,FYNEXU,ENERV2,NETRA,0
ENERVAL,UFENERV,ENERVAL,NETRA,Solar fotovoltaica
ENETC01,ENETC01,ENETC01,ENETI,Comercializadores mercado libre
ENEXC0F,ENEXC01,ENEXC01,ENEXS,Comercializadores mercado libre
ENEYC01,ECO2,ENEYC01,ENERY,Comercializadores mercado libre
ENFDC01,ENFDC01,ENFDC01,ENUFR,Consumos directos en mercado
ENHEC01,ENHEA,ENHEC01,ENHEA,Comercializadores mercado libre
ENIX,ENIX,EEGPEM,ECYR,Eólica terrestre
ENMEC01,EDM,ENMEC01,ENMED,Comercializadores mercado libre
ENMEV01,ENMEV01,ENMEV01,ENMED,Fluyente
ENP1,ENTREPEÑ 1,UFTA,GNFG,Embalse
ENP2,ENTREPEÑ 2,UFTA,GNFG,Embalse
ENPEC01,ENERPLUS,ENPEC01,ENPEN,Comercializadores mercado libre
ENPHC01,ENPHC01,ENPHC01,ENPHA,Consumos directos en mercado
ENRKC01,EKORE ADQ,ENRKC01,EKORE,Comercializadores mercado libre
ENRNC01,ENRNC01,ENRNC01,ENRNV,Comercializadores mercado libre
ENRPC01,ENRPC01,ENRPC01,ENERP,Comercializadores mercado libre
ENSAC01,ENERGYSAVE,ENSAC01,ENSAV,Comercializadores mercado libre
ENSIL,ENSIL,HFGNRA,GNRA,Hidráulica - No UGH
ENSOAN,ENSOAN,SESAR01,SHELL,Comercializadores mercado libre
ENSRR01,ENSRR01,ENSRR01,ENUFR,Comercializadores mercado libre
ENTRED,ENTREDICHO,EHIBGES,IBGES,Eólica terrestre
ENUFB1,ENUFB1,ENUFRV1,ENUFR,Gas natural cogeneración
ENUFB11,LA RASA 1,ENUFV12,ENUFR,Solar fotovoltaica
ENUFB12,ENUFB12,ENUFV14,ENUFR,Solar fotovoltaica
ENUFB13,ENUFB13,ENUFV15,ENUFR,Solar fotovoltaica
ENUFB14,ENUFB14,ENUFV16,ENUFR,Solar fotovoltaica
ENUFB16,ENUFB16,ENUFV18,ENUFR,Solar fotovoltaica
ENUFB2,ENUFB2,ENUFRV5,ENUFR,Biogás
ENUFB3,ENUFB3,ENUFRV6,ENUFR,Biomasa
ENUFB4,ENUFB4,ENUFRV1,ENUFR,Gas natural cogeneración
ENUFB5,ENUFB5,ENUFV10,ENUFR,Gas natural cogeneración
ENUFB7,ENUFB7,ENUFRV9,ENUFR,Solar fotovoltaica
ENUFB8,LA JARA 2,ENUFV11,ENUFR,Solar fotovoltaica
ENUFC01,ENUFRI,ENUFC01,ENUFR,Comercializadores mercado libre
ENUFRV4,HYCEG,ENUFRV4,ENUFR,Fluyente
ENUFRV8,FYNEXU,ENUFRV8,ENUFR,Solar fotovoltaica
ENUPCX1,ENUPCX1,ENUPCX1,ENUFR,Porfolio
ENUPVX1,ENUPVX1,ENUPVX1,ENUFR,Porfolio
ENVEC01,ENERVER,ENVEC01,ENVER,Comercializadores mercado libre
ENVIL,UF ENVIL,EFGNRA,GNRA,Eólica terrestre
ENXXC01,ENXXC01,ENXXC01,ENTXX,Consumos directos en mercado
ENZIC01,UP_ENEAC,ENZIC01,ENEAC,Comercializadores mercado libre
EOALP10,EOALP10,EALP10,HISPE,Eólica terrestre
EOALP11,EOALP11,EALP11,HISPE,Eólica terrestre
EOALP12,EOALP12,EALP12,HISPE,Eólica terrestre
EOALP13,EOALP13,EALP13,HISPE,Eólica terrestre
EOALP14,EOALP14,EALP14,HISPE,Eólica terrestre
EOALP15,EOALP15,EALP15,HISPE,Eólica terrestre
EOALP16,EOALP16,EALP16,HISPE,Eólica terrestre
EOALP18,EOALP18,EALP18,HISPE,Eólica terrestre
EOALP19,EOALP19,EALP18,HISPE,Eólica terrestre
EOALP4,EOALP4,EALP4,HISPE,Eólica terrestre
EOALP5,EOALP5,EALP5,HISPE,Eólica terrestre
EOALP6,EOALP6,EALP6,HISPE,Eólica terrestre
EOALP7,EOALP7,EALP7,HISPE,Eólica terrestre
EOALP8,EOALP8,EALP8,HISPE,Eólica terrestre
EOALP9,EOALP9,EALP9,HISPE,Eólica terrestre
EOAPAST,PE A PASTO,NORVENT,WMARK,Eólica terrestre
EOCARRA,PE CARRACE,NORVENT,WMARK,Eólica terrestre
EOLBP,EOLBP,EFGNRAM,GNRA,Eólica marina
EOLPOP,EOLP,EYOLPOP,GESTE,Eólica terrestre
EONUC01,EONUC01,EONUC01,EONUR,Comercializadores último recurso
EOP2C01,EOP,EOP2C01,EOP20,Comercializadores mercado libre
EOPOLEO,POLEO,ELPOLEO,GESTE,Eólica terrestre
EPACC01,EPACC01,EPACC01,EPAC,Comercializadores mercado libre
EPARAMO,EPARAMO,EEPARAM,EBLCO,Eólica terrestre
EPEEXXI,EPEEXXI,EPEEXXI,EEXXI,Eólica terrestre
EPEONUR,EPEONUR,EPEONUR,EONUR,Eólica terrestre
EPFV1,SUNPROSOL1,FVGNRA,GNRA,Solar fotovoltaica
EPFV2,SUNPROSOL2,FVGNRA,GNRA,Solar fotovoltaica
EPHCCUR,EPHCCUR,EPHCCUR,HCCUR,Eólica terrestre
EPIBCUR,EPIBCUR,EPIBCUR,IBCUR,Eólica terrestre
EPICASA,EPICASA,TRODON,EGLE,Gas natural cogeneración
EPILC01,EPILC01,EPILC01,EPILA,Consumos directos en mercado
EPRSC01,EPRSC01,EPRSC01,EPRSA,Comercializadores mercado libre
EPSTO,EPSTO,EFGNRA,GNRA,Eólica terrestre
EPT1,ESPOT 1,EBRFEN,ENDG,Fluyente
EPT2,ESPOT 2,EBRFEN,ENDG,Fluyente
EPU50UF,EPU50UF,EPU50,PU100,Biomasa
EQUAC01,EQUAC01,EQUAC01,EQUAN,Comercializadores mercado libre
EQUEB,EQUEB,EFGNRA,GNRA,Eólica terrestre
ERADELP,ERADELP,HCGSCSA,HC G,Eólica terrestre
ERAPR,ERAPR,FVGNRA,GNRA,Solar fotovoltaica
ERARSAM,ERARSAM,TBOREME,GNRA,Gas natural cogeneración
ERASB,ERASB,EFWMARK,WMARK,Eólica terrestre
ERBIX,ERBIX,UPSON3,GNRA,Solar fotovoltaica
ERCR01,ERCR01,ENDER01,ENDCO,Comercializadores mercado libre
ERCR02,ERCR02,ENDER01,ENDCO,Comercializadores mercado libre
ERENC01,ERENC01,ERENC01,EEREN,Comercializadores mercado libre
ERESMA,ERESMA,TIGERE,COGEN,Gas natural cogeneración
ERGON,ERGON,FERGON,NEXU,Solar fotovoltaica
ERI1,ERISTE 1,EBRACC1,ENDG,Embalse
ERI2,ERISTE 2,EBRACC1,ENDG,Embalse
ERIAV,ERIAV,UPERI,GNRA,Solar fotovoltaica
EROBRES,EROBRES,EROBRE,ACENH,Eólica terrestre
EROUCP3,EROUTE,EROUCP3,EROUT,Importación Francia
EROUVP3,EROUT,EROUVP3,EROUT,Exportación Francia
ERPCC01,UP COMPRA,ERPCC01,ENEDJ,Comercializadores mercado libre
ERPCFV1,FYEFG,ERPCFV1,ENEDJ,Solar fotovoltaica
ERPCHI1,HYDETIC,ERPCHI1,ENEDJ,Fluyente
ERRADO2,ERRADO2,STUBOS,EGLE,Solar térmica
ERUELA,ER,FERUELA,NEXU,Solar fotovoltaica
ES-AGRE,ES-AGRE,TGYER01,TGYE,Comercializadores mercado libre
ES-AGRZ,ES-AGRZ,TGYER01,TGYE,Comercializadores mercado libre
ES-AI83,ES-AI83,FORTR01,FORTI,Comercializadores mercado libre
ES-AIMA,ES-AIMA,FORTR01,FORTI,Comercializadores mercado libre
ES-AISA,ES-AISA,FORTR01,FORTI,Comercializadores mercado libre
ES-ARA,ES-ARA,AXPOR01,EGLE,Comercializadores mercado libre
ES-ARCH,ES-ARCH,FANPU,EGLE,Solar fotovoltaica
ES-ARCO,ES-ARCO,GALPR01,GALP,Comercializadores mercado libre
ES-ARML,ES-ARML,GALPR01,GALP,Comercializadores mercado libre
ES-AT79,ES-AT79,FORTR01,FORTI,Comercializadores mercado libre
ES-AVI,ES-AVI,TGYER01,TGYE,Comercializadores mercado libre
ES-BOLU,UF BOLU,ES-HCAB,GEMSL,Fluyente
ES-BOND,ES-BOND,EDPCR01,EDPCL,Comercializadores mercado libre
ES-BOO,ES-BOO,EVMER01,CENTE,Comercializadores mercado libre
ES-CEFI,ES-CEFI,EDPCR01,EDPCL,Comercializadores mercado libre
ES-CLOS,ES-CLOS,GUISR01,GUIS,Consumos directos en mercado
ES-CM96,ES-CM96,FORTR01,FORTI,Comercializadores mercado libre
ES-COVE,ES-COVE,EDPCR01,EDPCL,Comercializadores mercado libre
ES-CUKX,ES-CUKX,AXPOR01,EGLE,Comercializadores mercado libre
ES-CUPF,ES-CUPF,AXPOR01,EGLE,Comercializadores mercado libre
ES-FGNE,MAZARRON F,ES-FGEN,ISMSL,Solar fotovoltaica
ES-FINV,UFMAYA,ES-FINV,ISMSL,Solar fotovoltaica
ES-FROC,UFROCIO 3,UPROCI3,IGNIS,Solar fotovoltaica
ES-FUN,ES-FUN,AXPOR01,EGLE,Comercializadores mercado libre
ES-HFAS,HFASIET,HFASIE,ASIE,Fluyente
ES-HOCS,ES-HOCS,FORTR01,FORTI,Comercializadores mercado libre
ES-JERE,ES-JERE,AXPOR01,EGLE,Comercializadores mercado libre
ES-KIM,ES-KIM,TGYER01,TGYE,Comercializadores mercado libre
ES-LE48,ES-LE48,FORTR01,FORTI,Comercializadores mercado libre
ES-LESM,ES-LESM,GALPR01,GALP,Comercializadores mercado libre
ES-LG08,ES-LG08,FORTR01,FORTI,Comercializadores mercado libre
ES-LIN,ES-LIN,TGYER01,TGYE,Comercializadores mercado libre
ES-LINA,ES-LINA,AXPOR01,EGLE,Comercializadores mercado libre
ES-LLEI,ES-LLEI,GUISR01,GUIS,Consumos directos en mercado
ES-MIRA,MIRANDA,MIRAN01,ADXRE,Solar fotovoltaica
ES-MONZ,ES-MONZ,EVMER01,CENTE,Comercializadores mercado libre
ES-NAT,ES-NAT,GALPR01,GALP,Comercializadores mercado libre
ES-OBML,ES-OBML,GALPR01,GALP,Comercializadores mercado libre
ES-ORFI,ES-ORFI,EDPCR01,EDPCL,Comercializadores mercado libre
ES-PAC,ES-PAC,AXPOR01,EGLE,Comercializadores mercado libre
ES-PAFI,ES-PAFI,EDPCR01,EDPCL,Comercializadores mercado libre
ES-PLLA,PLLANO1,PLLANO,ADXRE,Solar fotovoltaica
ES-PRO,ES-PRO,TGYER01,TGYE,Comercializadores mercado libre
ES-RAFI,ES-RAFI,EDPCR01,EDPCL,Comercializadores mercado libre
ES-REA,REA,EREA,HISPE,Eólica terrestre
ES-RESI,ES-RESI,AXPOR01,EGLE,Comercializadores mercado libre
ES-RUBI,ES-RUBI,AXPOR01,EGLE,Comercializadores mercado libre
ES-SABO,ES-SABO,EVMER01,CENTE,Comercializadores mercado libre
ES-SAFI,ES-SAFI,EDPCR01,EDPCL,Comercializadores mercado libre
ES-SAI2,ES-SAI2,GALPR01,GALP,Comercializadores mercado libre
ES-SAI3,ES-SAI3,GALPR01,GALP,Comercializadores mercado libre
ES-SAI4,ES-SAI4,GALPR01,GALP,Comercializadores mercado libre
ES-SANC,ES-SANC,HCGSIHA,HC G,Eólica terrestre
ES-SEML,ES-SEML,GALPR01,GALP,Comercializadores mercado libre
ES-SGRM,ES-SGRM,GALPR01,GALP,Comercializadores mercado libre
ES-TJV,ES-TJV,TGYER01,TGYE,Comercializadores mercado libre
ES-TXML,ES-TXML,GALPR01,GALP,Comercializadores mercado libre
ES-UFBR,PSBRUC,BRUC,IGNIS,Solar fotovoltaica
ES-UNDU,UF UNDU,ES-HCAB,GEMSL,Fluyente
ESANTX,ESANTX,GNSER01,GNSE,Comercializadores mercado libre
ESBUC01,ESBUC01,ESBUC01,ESBUS,Consumos directos en mercado
ESC6TG1,ESC6TG1,ESC6,IBGT,Ciclo combinado
ESC6TG2,ESC6TG2,ESC6,IBGT,Ciclo combinado
ESC6TV,ESC6TV,ESC6,IBGT,Vapor
ESCALER,ESCALER,HCGSCSA,HC G,Eólica terrestre
