omie_page,omie_y,up_code,up_name_omie,legal_entity,ownership_pct,unit_type_omie,zone_omie,technology_omie,ownership_pct_numeric
2,425.413,ASTEC01,ASTEC01,ASTEN RENOVABLES S.L.U.,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,432.733,ASTRC01,ASTRAL,ASTRALCAD ENERGIA SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,440.093,ATEEC01,ATENCO PENINSULA,ATENCO ENERGIA,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,447.373,ATLSC01,ATLAS ENERGIA COMERCIAL SL,ATLAS ENERGIA COMERCIAL SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,454.693,ATLSR01,ATLSR01,ATLAS ENERGIA COMERCIAL SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance,100.0
2,462.093,ATPC01,COMPRA ATP,ATP ENERGIA SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,469.333,ATRIC01,ATRIA - UNIDAD DE OFERTA 01,ATRIA INVERSIONES ENERGIA S.L.,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,476.653,AUDAC01,AUDAX COMPRA,AUDAX RENOVABLES S.A.,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
2,483.973,AXEOC01,AXEO ENERGIA SL,AXEO ENERGIA SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,491.293,AXPOC02,AXPOP COMERCIALIZADOR PT,AXPO ENERGIA PORTUGAL,100,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador,100.0
2,498.613,AXPOR01,AXPO SRAD,"AXPO IBERIA, S.L.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance,100.0
2,505.933,AYLUC01,AYLUZ,AYLUZ COMERCIALIZADORA ELECTRICA S.L,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,513.253,BALEC01,BALEC01,"ELECBALEAR,S.L.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,520.573,BECOC01,BASSOLS ENERGÍA COMPRA (ESP),BASSOLS ENERGÍA COMERCIAL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,527.893,BESC01,BESC01,BESPIN ENEGIA SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
2,535.213,BEYOC01,UNIDAD OFERTANTE,"LUZIA ENERGIA, S.L.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
2,542.533,BEYRM01,REPR RELUZCA,"LUZIA ENERGIA, S.L.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
2,549.853,BEYRM02,REPR INDALO,"LUZIA ENERGIA, S.L.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
2,557.173,BNPRC01,BNPRC01,"BON PREU, S.A.U.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,141.133,BNPRM02,BONPREU TERCIARIA,"BON PREU, S.A.U.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance,100.0
3,148.453,BOAEC01,UO BOAENERGETICA 2000 S.L,"BOAENERGETICA 2000, S.L.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,155.773,BPC01,BP AMOCO GAS (ESP),"BP GAS AND POWER IBERIA, S.A.U.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,163.093,BPRM01,BP REP 01,"BP GAS AND POWER IBERIA, S.A.U.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
3,170.413,BPSRR01,BPSRR01,"BON PREU, S.A.U.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance,100.0
3,177.733,BREIC01,U. OFERTA IBERICA,"IBERICA IMPULSA, S.L",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,185.093,BSGEC01,BSGEA COMPRA,BSG ENERGIA SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,192.373,BSGRM01,COMPRA BERL,BSG ENERGIA SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
3,199.693,CACIC01,CACIC01,2026 CACI ENERGIA,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,207.093,CAMCC01,CAMPO_UP,ENERGIAS DE LA VILLA DE CAMPO COMERCIALIZADORA SLU,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,214.333,CAPLC01,CAPALOESP01,CAPALO AI SPAIN OY,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,221.653,CAPTC01,COMERCIALIZACION,CAPTURA ENERGIA S.L.,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,228.973,CATGC01,18WCATGC01-123-C,CATGAS ENERGIA SA,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,236.293,CATRC01,CATRA COMPRA,"ELECTRICA CATRALENSE, S.L.U.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,243.613,CCATC01,CCATR COMPRA,"COOPERATIVA ELÉCTRICA BENÉFICA CATRALENSE, COOP.V.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,250.933,CEBAC01,"COOP ELEC BENEF ALBAT, COOP.V.","COOP ELÉCTRICA BENÉFICA ALBATERENSE, COOP.V.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
3,258.253,CEBIC01,CEBIN COMPRA,CEBIN ENERGY SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,265.573,CECAC01,COOP. ELECT. CASTELLAR,"COOPERATIVA ELECTRICA DE CASTELLAR, S.C.V.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,272.893,CEDC01,UNIDAD DE OFERTA PENINSULA,COMERCIALIZADORA DE ENERGIA DIRECTA S.L.,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,280.213,CEEEC01,CEEE COMPRA,ESCANDINAVA DE ELECTRICIDAD S.L.U.,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
3,287.533,CENTCP3,CENTE DERECHOS COMPRA(FRAN),"ENERGYA VM GESTION DE ENERGIA, S.L.",100,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador,100.0
3,294.853,CENTC01,CÉNTRICA ENERGÍA COM. 1 (ESP),"ENERGYA VM GESTION DE ENERGIA, S.L.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,302.173,CENTVP3,CENTE DERECHOS VENTA(FRAN),"ENERGYA VM GESTION DE ENERGIA, S.L.",100,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de comercializadoras,100.0
3,309.493,CEPSC02,COMPRA SUCURSAL PORTUGAL,CEPSA GAS Y ELECTRICIDAD S.A.-SUCURSAL EM PORTUGAL,100,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador,100.0
3,316.813,CESOC01,U. COMPRA DE COMERCIALIZADORA,"COMERCIALIZADORA ENERGETICA SOSTENIBLE, S.A.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,324.133,CETAC01,CETAC01,COMERCIALIZADORA ELECTRICA TALAYUELAS S.L.,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,331.453,CHCC01,UNIDAD DE COMPRA CHC,"CIDE HCENERGIA, S.A.U",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
3,338.773,CHERC01,CHERA COMPRA,ELECTRICA SOT DE CHERA,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,346.093,CHISC01,COMCH COMERCIALIZADORA ESP,COMERCIALIZADORA LA CHISTABINA S.L.U,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,353.413,CIMAC01,CIMA ENERGIA,CIMA ENERGIA COMERCIALIZADORA SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,360.733,CINEC01,18W000000000TFF2,CINETICA SOLUCIONES ENERGETICAS S.L,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,368.093,CLARC02,UNIDADE COMPRA,"CLARO ENERGIA,LDA.",100,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador,100.0
3,375.373,CLEAC01,COMPRA,CLEARVIEW ENERGY SL.,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,382.693,CLIDC01,CLIUO01,HOLALUZ-CLIDOM SA,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
3,390.093,CLIDC02,UD. COMERCIALIZACION,CLIDOMER UNIPESSOAL LDA,100,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador,100.0
3,397.333,CNTLC01,CNTLC01,ELECTRACOMERCIAL CENTELLES,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,404.653,COALC01,COALG COMPRA,"COMERCIALIZADORA SUM ESP ALGINETENSES, S.L.",100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,411.973,CODOC01,CODOC01,ENERGIA COSTA DORADA SLU,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,419.293,COELC01,COELD COMPRA,ELECTRICA DE GUADASSUAR COOP. V.,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,426.613,COGEC01,COGEN COMPRA ELECTRICIDAD,ENERGY BY COGEN,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
3,433.933,COMGC01,COMGC01,COMERCIALIZADORA ELECTRICA INDUSTRIAL SA,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
3,441.253,COMPC01,UP PENINSULAR,COMPAÑIA CASTELLANA DE COMERCIALIZACION ELECTRICA,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador,100.0
3,448.573,CONEC01,COMPRA ENERGIA,CONECTA2 ENERGIA SL,100,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización,100.0
