up_code,up_name,subject_code,technology_esios
RRBIOCO,RTYLMER,LMER,Biogás
RREBIOA,RREBIOA,WMARK,Biogás
RRENDIJ,RRENDIJ,NEXU,Biogás
RRUICES,RRUICES,NEXU,Biogás
RSAICA,RSAICA,EGLE,Residuos varios
RSMURFT,SMURFITREN,SMURF,Residuos varios
RSOGAM,RSOGAM,WMARK,Residuos domésticos y similares
RSOGBI,RSOGBI,WMARK,Biogás
RSPEC01,RSPEC01,RSPRE,Comercializadores mercado libre
RSPRC01,RSPRC01,RSPRA,Comercializadores mercado libre
RTABLOS,RTABLOS,EGLE,Biomasa
RTFTPZB,TFTPZB,NEXU,Residuos varios
RTIRCA,RTIRCA,TIRCA,Residuos domésticos y similares
RTIRMA,RTIRMA,EGLE,Residuos domésticos y similares
RUCBIO1,RUCBIO1,ENCEG,Biomasa
RUCBIO2,RUCBIO2,ENCEG,Biomasa
RUCESP,RUCESP,EGLE,Biogás
RURBA,RURBA,EGLE,Biogás
RURBAS,RURBAS,CEG,Biogás
RURBZA,RURBZA,EGLE,Biogás
RVACARI,RVACARI,NEXU,Biogás
RVERALC,RVERALC,NEXU,Biogás
RVGARR,RVGARR,EGLE,Biogás
RVGRECA,RVGRECA,DETIC,Residuos varios
RVJEREZ,RVJEREZ,NEXU,Biogás
RVSEDAE,RVSEDAE,SEDAE,Residuos varios
RWESZN,RWESZN,HISPE,Eólica terrestre
RYCEG,RYCEG,CEG,Biogás
RYEEXXI,RYEEXXI,EEXXI,Biomasa
RYEGLE,RYEGLE,EGLE,Biogás
RYEONUR,RYEONUR,EONUR,Biomasa
RYGEMSL,RYGEMSL,GEMSL,Biogás
RYGENER,TÉRMI. REN,ADXRE,Biogás
RYGESTE,RYGESTE,GESTE,Biogás
RYGNRA,RYGNRA,GNRA,Biogás
RYGNSUR,RYGNSUR,GNSUR,Biomasa
RYHCCUR,RYHCCUR,HCCUR,Biomasa
RYIBCUR,RYIBCUR,IBCUR,Biogás
RYNEXU,RYNEXU,NEXU,Biogás
RYTERSA,TERSABG,TERSA,Biogás
RZABAL,RZABAL,WMARK,Residuos domésticos y similares
SAFEC01,TODOS,SAFE,Comercializadores mercado libre
SAGU1,SAGU1,GNCC,Ciclo Combinado
SAGU2,SAGU2,GNCC,Ciclo Combinado
SAGU3,SAGU3,GNCC,Ciclo Combinado
SAHKC01,SAHKOA PEN,SAHKO,Comercializadores mercado libre
SAHKR01,SAHKR01,SAHKO,Comercializadores mercado libre
SAICA1,SAICA1,EGLE,Gas Natural Cogeneración
SAICA2,SAICA2,EGLE,Gas Natural Cogeneración
SAICA3,SAICA3,EGLE,Gas Natural Cogeneración
SAICA4,SAICA4,EGLE,Gas Natural Cogeneración
SAIMC01,IMPERIO,SAIMP,Consumos directos en mercado
SALPC01,SALAS_UP,SALPA,Comercializadores mercado libre
SAMAC01,SAMAC01,SAMAR,Comercializadores mercado libre
SAMPC01,SAMPC01,SAMP,Comercializadores mercado libre
SAN1,SAN1,BARER,Hidráulica UGH
SANDA2,SANDA2,EGLE,Solar térmica
SANDA3,SANDA3,EGLE,Solar térmica
SANDAS,SANDAS,EGLE,Solar térmica
SAPIC01,SAPIENS,SAPIE,Comercializadores mercado libre
SARSOL,SARSOL,EGLE,Solar térmica
SASTE1A,SASTE1A,NEXU,Solar térmica
SASTE1B,SASTE1B,NEXU,Solar térmica
SASTEXO,SASTEXO,NEXU,Solar térmica
SATSC01,SATSP,SATSP,Consumos directos en mercado
SBC01,SASKI,SASKI,Consumos directos en mercado
SBEU,SIL-BIB-EU,ENDG,Hidráulica UGH
SBO3,SABON 3,GNCC,Ciclo Combinado
SCAMP1,SF CAMPA1,IGNIS,Solar fotovoltaica
SCAMP2,CAMPANARI2,IGNIS,Solar fotovoltaica
SCAMP3,UP CAMPA3,IGNIS,Solar fotovoltaica
SCAMP4,SCAMP4,IGNIS,Solar fotovoltaica
SCAMP5,CAMPA5,IGNIS,Solar fotovoltaica
SCRUC01,CD ALUMINA,ADXRE,Consumos directos en mercado
SEDAC01,FAB B,SEDAT,Consumos directos en mercado
SEDAR01,UNITEXS,SEDAT,Consumos directos en mercado
SEELC01,SEELC01,SHEEN,Comercializadores mercado libre
SEIYC01,SEIYA,SEIYA,Comercializadores mercado libre
SENEC01,SENEC01,SENEO,Comercializadores mercado libre
SENFV1,SEFVMAJ1,SOMEN,Solar fotovoltaica
SENORIO,SEÑORIOS,LMER,Gas Natural Cogeneración
SERVC01,SERV PEN,SERVC,Comercializadores mercado libre
SESAC01,SHELL,SHELL,Comercializadores mercado libre
SESAHID,SESAHID,SHELL,Hidráulica no UGH
SESAR01,SESA SRAD,SHELL,Comercializadores mercado libre
SESAUX,AUXILIAR,SHELL,Consumo de Servicios Auxiliares
SESAWIN,UP EOLICA,SHELL,Eólica terrestre
SESBIO4,ORGANOGAS,SHELL,Biogás
SESBIO5,CTGBIOGAS,SHELL,Biogás
SESBIO7,BIOGAS ECO,SHELL,Biogás
SESBIO9,GADOR,SHELL,Biogás
SESOL,SESOL,GNRA,Solar fotovoltaica
SESPV04,SESPV04,SHELL,Solar fotovoltaica
SESPV05,OLIVARES,SHELL,Solar fotovoltaica
SEXTC01,SES,SEXTS,Consumos directos en mercado
SEZUELA,SEZUELA,NEXU,Solar fotovoltaica
SFA1,SFA1,BARER,Hidráulica UGH
SFA2,SFA2,BARER,Hidráulica UGH
SFADCA1,SFADCA1,SFAD,Comercializadores mercado libre
SFECAB,EUROCAB,IGNIS,Solar fotovoltaica
SFERA,FSFERA,IGNIS,Solar fotovoltaica
SGCANO,GUADACANO,IGNIS,Solar fotovoltaica
SGTSMOR,SGTSMOR,EGLE,Solar térmica
SHEECP3,SHEECP3,SHEEN,Exportación Francia
SHEENX,AUXILIARES,SHEEN,Consumo de Servicios Auxiliares
SHEEVP3,SHEEVP3,SHEEN,Importación Francia
SHEPV01,SHEEN PV1,SHEEN,Solar fotovoltaica
SHEPV02,SHEEN PV2,SHEEN,Solar fotovoltaica
SHEPV03,SHEEN PV3,SHEEN,Solar fotovoltaica
SHEPV04,SHEEN PV4,SHEEN,Solar fotovoltaica
SHEPV05,SHEPV05,SHEEN,Solar fotovoltaica
SHEPV06,SHEPV06,SHEEN,Solar fotovoltaica
SHEPV07,QUNI SPV,SHEEN,Solar fotovoltaica
SHEPV08,SPV HUELVA,SHEEN,Solar fotovoltaica
SHEPV09,TLLANO,SHEEN,Solar fotovoltaica
SHEPV10,VILLAR,SHEEN,Solar fotovoltaica
SHEPV11,MERIDA,SHEEN,Solar fotovoltaica
SHEPV12,FREYA,SHEEN,Solar fotovoltaica
SHEPV13,DR III,SHEEN,Solar fotovoltaica
SHEPV14,DR IV,SHEEN,Solar fotovoltaica
SHEPV15,DR V,SHEEN,Solar fotovoltaica
SHEPV16,BIANOR,SHEEN,Solar fotovoltaica
SHEPV17,FUENTE1,SHEEN,Solar fotovoltaica
SHEPV18,FUENTE2,SHEEN,Solar fotovoltaica
SHEPV19,FUENTE3,SHEEN,Solar fotovoltaica
SHEPV20,FUENTE4,SHEEN,Solar fotovoltaica
SHEPV21,HINOJOSAS,SHEEN,Solar fotovoltaica
SHEPV22,THERMISTO,SHEEN,Solar fotovoltaica
SHEPV23,TELESTO7,SHEEN,Solar fotovoltaica
SHEPV24,TETHYS,SHEEN,Solar fotovoltaica
SHEPV25,RHEA,SHEEN,Solar fotovoltaica
SHEPV26,TELESTO,SHEEN,Solar fotovoltaica
SHEPV27,BIANOR SPV,SHEEN,Solar fotovoltaica
SHEPV28,CANADA ALT,SHEEN,Solar fotovoltaica
SHEPV29,JEREZ,SHEEN,Solar fotovoltaica
SHEPV30,BENACAZON,SHEEN,Solar fotovoltaica
SHEPV31,GAZULES,SHEEN,Solar fotovoltaica
SHEPV32,CASA VIEJA,SHEEN,Eólica terrestre
SHEPV33,PEDREJONES,SHEEN,Eólica terrestre
SHEPV34,PE AIRAS,SHEEN,Eólica terrestre
SHERC01,SHERA,ENEET,Comercializadores mercado libre
SHIRC01,SHIRYU,SHIRY,Comercializadores mercado libre
SIGMU,SOLARMULA,EGLE,Solar fotovoltaica
SIGNC01,SIGNO,SIGNO,Comercializadores mercado libre
SIL,SIL G,IBEG,Hidráulica UGH
SILB,SIL B,IBEG,Consumo bombeo
SILOC01,HSILOS,SILOS,Consumos directos en mercado
SIMPV01,SIMPV01,SIMPE,Solar fotovoltaica
SISLA,FV LA ISLA,TOTGA,Solar fotovoltaica
SKISSO,KISSORO,IGNIS,Solar fotovoltaica
SLBYC01,SLBYC01,SBYCO,Consumos directos en mercado
SLCZC01,SLCZC01,SLCZN,Comercializadores mercado libre
SLOREC,SANLOREC,RENSP,Eólica terrestre
SLORED,SAN LORED,RENSP,Eólica terrestre
SLTB,SALLENT B,ENDG,Consumo bombeo
SLTG,SALLENT G,ENDG,Turbinación bombeo
SMARCP3,SMAR_C,SMARC,Exportación Francia
SMARVP3,SMARV,SMARC,Importación Francia
SMASOL1,SMASOL1,ELEIA,Solar térmica
SMGCP3,SMGCP3,SMG,Exportación Francia
SMGVP3,SMGVP3,SMG,Importación Francia
SMILANO,UP MILANO,IGNIS,Solar fotovoltaica
SNARA,NARANJILLA,IGNIS,Solar fotovoltaica
SNIAC01,SNIACONS,SNIA,Consumos directos en mercado
SNICOG,SNIACE COG,COGEN,Gas Natural Cogeneración
SOL2,SOL2,BARER,Hidráulica UGH
SOLANAS,FVSOLAN,ELEIA,Solar fotovoltaica
SOLFC01,SOLFC01,SOLFL,Comercializadores mercado libre
SOLGEN,SOLGENERA,TRISO,Solar fotovoltaica
SOLIC01,PENIN,SOLIM,Comercializadores mercado libre
SOLINZA,SOLINZA,EGLE,Solar térmica
SOLLC01,SOLLC01,SOLL,Comercializadores mercado libre
SOLMARC,SOL MARCHE,SMARB,Solar fotovoltaica
SOLTC01,SOLTC01,SOLTE,Comercializadores mercado libre
SOLVAYM,SOLVAY M,EBLCO,Gas Natural Cogeneración
SOLWC01,SOLWE,SOLWE,Comercializadores mercado libre
SOLWEJU,SOLWE JUND,SOLWE,Solar fotovoltaica
SOLWESO,SOLWESOLCA,SOLWE,Solar fotovoltaica
SOMEC01,SOMENERGIA,SOMEN,Comercializadores mercado libre
SOMEN_H,MINIHIDRPN,SOMEN,Hidráulica no UGH
SOMENFV,SOMEN FV P,SOMEN,Solar fotovoltaica
SONEC01,SONESTA L,SOLUZ,Comercializadores mercado libre
SONES,SONES,GNRA,Solar fotovoltaica
SONNC01,SONNC01,SONNI,Comercializadores mercado libre
SOPAG,SOPAG,GNRA,Solar fotovoltaica
SOPRC01,SOPRO PEN,SOPRO,Comercializadores mercado libre
SORXC01,SOREX,SOREX,Comercializadores mercado libre
SOTOSOL,ECOLEVANTE,ELEIA,Solar fotovoltaica
SPBBC01,SPBB,SPBB,Consumos directos en mercado
SPBBR01,SPBRAD,SPBB,Consumos directos en mercado
SPCKC01,SPCKC01,SPOCK,Comercializadores mercado libre
SPEEXXI,SPEEXXI,EEXXI,Solar térmica
SPEONUR,SPEONUR,EONUR,Solar térmica
SPGGC01,SPGG,SPGG,Consumos directos en mercado
SPGGR01,SPGGR,SPGG,Consumos directos en mercado
SPHCCUR,SPHCCUR,HCCUR,Solar térmica
SPIBCUR,SPIBCUR,IBCUR,Solar térmica
SPINC01,SPINC01,SPINR,Consumos directos en mercado
SPLEX,SUNPLEX,IGNIS,Solar fotovoltaica
SPRS5,PUERTOLL5,IGNIS,Solar fotovoltaica
SPRS6,PUERTOLL6,IGNIS,Solar fotovoltaica
SPRS7,PUERTOLL7,IGNIS,Solar fotovoltaica
SPRS8,PUERTOLL8,IGNIS,Solar fotovoltaica
SPRS9,PUERTOLL9,IGNIS,Solar fotovoltaica
SRI3,SOTORIBE 3,HC G,Hulla antracita
SRI4,SOTORIBE 4,HC G,Ciclo Combinado
SRI5,SOTO5,CCSR4,Ciclo Combinado
SROQ1,SANROQUE1,GNCC,Ciclo Combinado
SROQ2,SANROQUE2,ENDG,Ciclo Combinado
SRVGC01,GASHOGAR15,SRVGS,Comercializadores mercado libre
SRVIC01,SRVI,SERV,Comercializadores mercado libre
SSEECP3,COMPRA_F,SSEEN,Exportación Francia
SSEEVP3,VENTA_F,SSEEN,Importación Francia
SSOMA,ASOMADA,TOTGA,Solar fotovoltaica
ST4,ST4,LMER,Gas Natural Cogeneración
STAQC01,S COLOMA,STACO,Comercializadores mercado libre
STC4,SANTURCE 4,IBGT,Ciclo Combinado
STHEEN1,STHEEN1,EGLE,Solar térmica
STHEEN2,STHEEN2,EGLE,Solar térmica
STHELI1,STHELI1,EGLE,Solar térmica
STHELI2,STHELI2,EGLE,Solar térmica
STINC01,STINC01,STIN,Comercializadores mercado libre
STROC01,STROC1,STROM,Comercializadores mercado libre
STROV01,STROV01,STROM,Solar fotovoltaica
STSANSO,STSANSO,EGLE,Solar térmica
STSLPRO,STSLPRO,EGLE,Solar térmica
STSOLA1,STSOLA1,EGLE,Solar térmica
STSOLA2,STSOLA2,EGLE,Solar térmica
STSOLB1,STSOLB1,EGLE,Solar térmica
STSOLB2,STSOLB2,EGLE,Solar térmica
STSOLB3,STSOLB3,EGLE,Solar térmica
STSOLB6,STSOLB6,EGLE,Solar térmica
STSOLN1,STSOLN1,EGLE,Solar térmica
STSOLN3,STSOLN3,EGLE,Solar térmica
STSOLN4,STSOLN4,EGLE,Solar térmica
STSOLUC,STSOLUC,NEXU,Solar térmica
STUBOS,STUBOS,EGLE,Solar térmica
STVILLE,STVILLE,NEXU,Solar térmica
SUCAC01,SUCAS,SUCAS,Comercializadores mercado libre
SULAC01,SULAYR,SULA,Consumos directos en mercado
SUMAC01,SUMAE,SUMAE,Comercializadores mercado libre
SUNAC01,SUNAIR ONE,SUNAI,Comercializadores mercado libre
SUNCC01,SUNCAPEN,SUNCA,Comercializadores mercado libre
SUNFC01,SUNFC01,SUNFL,Comercializadores mercado libre
SUNHC01,SUNAIRHOME,SUNHO,Comercializadores mercado libre
SUNPC01,UP SUNPS,SUNPS,Comercializadores mercado libre
SUPRC01,SELECTRA,SUMIA,Comercializadores mercado libre
SWAPC01,SWAPENERGI,SWAPE,Comercializadores mercado libre
SYEEXXI,SYEEXXI,EEXXI,Solar térmica
SYENC01,SYENC01,SYENE,Comercializadores mercado libre
SYEONUR,SYEONUR,EONUR,Solar térmica
SYGNSUR,SYGNSUR,GNSUR,Solar térmica
SYHCCUR,SYHCCUR,HCCUR,Solar térmica
SYIBCUR,SYIBCUR,IBCUR,Solar térmica
T1CEG,T1CEG,CEG,Gas Natural Cogeneración
TACOR,TACOR,EGLE,Gas Natural Cogeneración
TAE2COG,TAE2COG,COGEN,Gas Natural Cogeneración
TAE3COG,TAE3COG,COGEN,Gas Natural Cogeneración
TAE4COG,TAE4COG,COGEN,Gas Natural Cogeneración
TAE5COG,TAE5COG,COGEN,Gas Natural Cogeneración
TAE6COG,TAE6COG,COGEN,Gas Natural Cogeneración
TAE7COG,TAE7COG,COGEN,Gas Natural Cogeneración
TAEEXXI,ATL COOP,EEXXI,Energía residual
TAFRICA,AFRICAN,GESTE,Solar térmica
TAJB,TAJO B,IBEG,Consumo bombeo
TAJO,TAJO G,IBEG,Hidráulica UGH
TALEC01,TALARN_UP,TALEN,Comercializadores mercado libre
TALGC01,TALGAR,TALGA,Consumos directos en mercado
TAMIZAL,TAMIZAL,ATAL,Gas Natural Cogeneración
TAMPOC,AMPO,GEMSL,Gas Natural Cogeneración
TANB,TANES B,HC G,Consumo bombeo
TANTEX,UP ANTEX,AME,Gas Natural Cogeneración
TAPOWER,TARRAG IB,TAPOW,Ciclo Combinado
TARATO,TARATO,EGLE,Gas Natural Cogeneración
TARCILL,TARCILL,GNRA,Gas Natural Cogeneración
TARTABR,TARTABR,CEG,Derivados del petróleo ó carbón
TATAC01,TATAC01,TATAN,Comercializadores mercado libre
TATLROS,TATLROS,ATLAS,Gas Natural Cogeneración
TATOM,TATOM,EGLE,Gas Natural Cogeneración
TAUTC01,TAUTRA,TAUTR,Comercializadores mercado libre
TAZGUAL,TAZGUAL,DETIC,Gas Natural Cogeneración
TAZUCA2,TAZUCA2,EGLE,Gas Natural Cogeneración
TAZUCAR,TAZUCAR,EGLE,Gas Natural Cogeneración
TAZULME,TAZULME,DETIC,Gas Natural Cogeneración
TBANER,TBANER,EGLE,Gas Natural Cogeneración
TBEFESA,TBEFESA,REPSB,Residuos varios
TBESOS,TBESOS,NEXU,Gas Natural Cogeneración
TBIEMTE,TBIEMTE,IGNIS,Gas Natural Cogeneración
TBIOBG,VERTBG,EGLE,Gas Natural Cogeneración
TBIOEC,VERTEC,EENER,Gas Natural Cogeneración
TBLANSA,TBLANSA,EGLE,Gas Natural Cogeneración
TBOIRO,TBOIRO,EGLE,Derivados del petróleo ó carbón
TBOREME,TBOREME,GNRA,Gas Natural Cogeneración
TBORGES,BORGS,GESTE,Solar térmica
TBPREF1,TBPREF1,BP,Residuos varios
TBPREF2,TBPREF2,BP,Residuos varios
TBUNGE,TBUNGE,CEG,Gas Natural Cogeneración
TBUTARQ,TBUTARQ,CEG,Gas Natural Cogeneración
TBUTETE,BIOGASUTEM,UTTEM,Biogás
TCANAIS,TCANAIS,GNRA,Gas Natural Cogeneración
TCAPSA,TCAPSA,DETIC,Gas Natural Cogeneración
TCAVLO,TCAVLO,WMARK,Gas Natural Cogeneración
TCELISI,TCELISI,GNRA,Gas Natural Cogeneración
TCELVSI,TCELVSI,GNRA,Gas Natural Cogeneración
TCEMO,TCEMO,GEMSL,Gas Natural Cogeneración
TCEPMSI,TCEPMSI,GNRA,Gas Natural Cogeneración
TCEPUSI,TCEPUSI,GNRA,Gas Natural Cogeneración
TCERMA,TCERMA,NEXU,Gas Natural Cogeneración
TCETA,TCETA,EGLE,Gas Natural Cogeneración
TCHAPEL,TCHAPEL,NEXU,Derivados del petróleo ó carbón
TCHPAGR,TCHPAGR,DETIC,Gas Natural Cogeneración
TCIBCUR,TCIBCUR,IBCUR,Gas Natural Cogeneración
TCOALSA,TCOALSA,EGLE,Gas Natural Cogeneración
TCOBUR,TCOBUR,COBUR,Gas Natural Cogeneración
TCOGNA,TCOGNA,EGLE,Derivados del petróleo ó carbón
TCOLSEM,TCOLASEM,NEXU,Gas Natural Cogeneración
TCONOR,TCONOR,EGLE,Derivados del petróleo ó carbón
TCOOSU2,TCOOSU2,DETIC,Derivados del petróleo ó carbón
TCOOSUR,TCOOSUR,DETIC,Derivados del petróleo ó carbón
TCOPAQ,TCOPAQ,EGLE,Derivados del petróleo ó carbón
TCORCOG,TCORCOG,NEXU,Gas Natural Cogeneración
TCOREY,TCOREY,EGLE,Gas Natural Cogeneración
TCOVAP,TCOVAP,EGLE,Híbrida renovable-térmica no renovable
TCRNOR,TCRNOR,EGLE,Gas Natural Cogeneración
TCRUCES,TCRUCES,WMARK,Gas Natural Cogeneración
TCTAULE,TCTAULE,WMARK,Gas Natural Cogeneración
TCUALIN,TCUALIN,CEG,Gas Natural Cogeneración
TCUTOLE,TCUTOLE,CEG,Gas Natural Cogeneración
TCYPSA,TCYPSA,AME,Gas Natural Cogeneración
TDEDRE,TDEDRE,EGLE,Derivados del petróleo ó carbón
TDEEXXI,DOWCHEM,EEXXI,Derivados del petróleo ó carbón
TDERMO,TDERMO,EGLE,Derivados del petróleo ó carbón
TDIBCUR,TDIBCUR,IBCUR,Gas Natural Cogeneración
TDNEXU,TDNEXU,NEXU,Derivados del petróleo ó carbón
TDONOST,TDONOST,WMARK,Gas Natural Cogeneración
TEBLLRB,TEBLLRB,AME,Gas Natural Cogeneración
TECKER,TECKER,PECKE,Gas Natural Cogeneración
TECLAS,TECLAS,ELEIA,Solar fotovoltaica
TECONAV,TECONAV,EGLE,Gas Natural Cogeneración
TEDARUB,TEDARUB,NEXU,Gas Natural Cogeneración
TEES,TERA-ESLA,ENDG,Hidráulica UGH
TEGASN,TEGASN,GNCO,Gas Natural Cogeneración
TEGBREN,TEGBREN,COGEN,Gas Natural Cogeneración
TEITOL,TEITOL,CEG,Gas Natural Cogeneración
TELPOZO,TELPOZO,DETIC,Gas Natural Cogeneración
TEMASA,TEMASA,WMARK,Gas Natural Cogeneración
TENCRI,TENCRI,EGLE,Gas Natural Cogeneración
TENDC01,TENDC01,TENDE,Comercializadores mercado libre
TENERCO,TENERCO,GEMSL,Gas Natural Cogeneración
TEOTC01,TORNA,TORNA,Comercializadores mercado libre
TEPCSA,TEPCSA,EGLE,Gas Natural Cogeneración
TERE,TER,ENDG,Hidráulica UGH
TERMLNO,TERMLLANO,GESTE,Solar térmica
TERMOAR,FV MAZ TMA,LMER,Solar fotovoltaica
TERSC01,TERSACOMER,TERSA,Comercializadores mercado libre
TESJOAN,TESJOAN,EBLCO,Gas Natural Cogeneración
TESNELA,TESNELA,COGEN,Gas Natural Cogeneración
TETFEN,EOL 20MW,FEN,Eólica terrestre
TEUROAT,TEUROAT,WMARK,Gas Natural Cogeneración
TEV2C01,TEVI2,TEVI,Consumos directos en mercado
TEVIC01,TVITEC,TEVI,Consumos directos en mercado
TEXZR01,TEXOR SRAD,TEXOR,Consumos directos en mercado
TFARMHI,TFARMHI,GNRA,Gas Natural Cogeneración
TFASESA,TFASESA,DETIC,Gas Natural Cogeneración
TFEGED,UPTARIFA,EGED,Gas Natural Cogeneración
TFEIRA,TFEIRA,EGLE,Gas Natural Cogeneración
TFENAMU,TFENAMU,DETIC,Gas Natural Cogeneración
TFERRE,TFERRE,EGLE,Gas Natural Cogeneración
TFERT1,TFERT1,EGLE,Energía residual
TFGASN,TFGASN,GNCO,Gas Natural Cogeneración
TFGEGS1,TFGEGS1,SEDAE,Gas Natural Cogeneración
TFGEMAS,TFGEMAS,SEDAE,Gas Natural Cogeneración
TFIBGES,TFIBGES,IBGES,Gas Natural Cogeneración
TFINPEL,TFINPEL,DETIC,Gas Natural Cogeneración
TFINS2,TFINS2,EGLE,Derivados del petróleo ó carbón
TFINSA,TFINSA,CEG,Gas Natural Cogeneración
TFLUBRB,TFLUBRB,SEDAE,Gas Natural Cogeneración
TFNEXU,TFNEXU,NEXU,Gas Natural Cogeneración
TFONZ,TFONZ,EGLE,Gas Natural Cogeneración
TFOREST,TFOREST,DETIC,Derivados del petróleo ó carbón
TFREPP,FREPP,REPP,Gas Natural Cogeneración
TFREPP2,PETRONOR6,REPP,Gas Natural Cogeneración
TFRIGN,TFRIGN,EGLE,Derivados del petróleo ó carbón
TFSAMP,TARMAS10MW,SAMP,Gas Natural Cogeneración
TFSEDAE,TFSEDAE,SEDAE,Gas Natural Cogeneración
TFUDEP,TFUDEP,EGLE,Gas Natural Cogeneración
TGALES,TGALES,CEG,Gas Natural Cogeneración
TGARFER,TGARFER,NEXU,Gas Natural Cogeneración
TGBSC01,TGBSC01,TGBSA,Consumos directos en mercado
TGCOOSU,TGCOOSU,DETIC,Gas Natural Cogeneración
TGEC,TGEC,EGLE,Gas Natural Cogeneración
TGECAS,TGECAS,CEG,Gas Natural Cogeneración
TGEMOT,TGEMOT,EGLE,Gas Natural Cogeneración
TGIRCO,TGIRCO,WMARK,Gas Natural Cogeneración
TGIRSA,TGIRSA,WMARK,Gas Natural Cogeneración
TGRESP,TGRESP,WMARK,Gas Natural Cogeneración
TGRIFOL,GRIFOLS,AME,Gas Natural Cogeneración
TGSEAT,TGSEAT,AME,Gas Natural Cogeneración
TGST148,TGST148,GESTE,Solar térmica
TGST149,TGST149,GESTE,Solar térmica
TGST188,TGST188,GESTE,Solar térmica
TGST229,TGST229,GESTE,Solar térmica
TGST321,TGST321,GESTE,Solar térmica
TGST322,TGST322,GESTE,Solar térmica
TGST323,TGST323,GESTE,Solar térmica
TGYEC01,TGYE,TGYE,Comercializadores mercado libre
TGYER01,TGYE SRAD,TGYE,Comercializadores mercado libre
THARIM,THARIM,GNRA,Gas Natural Cogeneración
THCTUDE,THCTUDE,HC G,Gas Natural Cogeneración
THELC01,THELC01,THELE,Comercializadores mercado libre
THERC01,THERMOLYMP,THER,Consumos directos en mercado
THUNOS,THUNOS,HUNOS,Subproductos minería
TICO,TICO,ECYR,Eólica terrestre
TIGALC,ALCARRASIE,FUTGR,Gas Natural Cogeneración
TIGALT,ALTORRICON,COGEN,Gas Natural Cogeneración
TIGCOR,CORCOIE,COGEN,Gas Natural Cogeneración
TIGERE,ERESMA,COGEN,Gas Natural Cogeneración
TIGTUR,TUREGANO,COGEN,Gas Natural Cogeneración
TIGVOL,VOLTREGA,FUTGR,Gas Natural Cogeneración
TINDIP,TINDIP,EGLE,Gas Natural Cogeneración
TINGARO,INGAROIL,INGAR,Residuos varios
TINMAL,TINMAL,EGLE,Gas Natural Cogeneración
TINROKO,TINROKO,EGLE,Gas Natural Cogeneración
TIRCC01,TIRVIA,COTIR,Comercializadores mercado libre
TJEB,TAJOENC B,ENDG,Consumo bombeo
TJEG,TAJOENC G,ENDG,Turbinación bombeo
TKERAB,TKERAB,WMARK,Gas Natural Cogeneración
TLARODA,TLARODA,GNRA,Gas Natural Cogeneración
TLATINF,UP LATIN,GEMSL,Derivados del petróleo ó carbón
TLCMC01,TEL COMER1,TLCOR,Comercializadores mercado libre
TLCRC01,TLCOR,TLCOR,Consumos directos en mercado
TLEITZA,TLEITZA,NEXU,Gas Natural Cogeneración
TLLERPR,TLLERPR,AME,Gas Natural Cogeneración
TMARDG,TMARDG,EGLE,Gas Natural Cogeneración
TMARE,TMARE,CEG,Gas Natural Cogeneración
TMARIG,TMARIG,EGLE,Derivados del petróleo ó carbón
TMBPE,TMBPE,NEXU,Gas Natural Cogeneración
TMEH,TMEH,CEG,Gas Natural Cogeneración
TMGAL,TMGAL,GNRA,Solar fotovoltaica
TMILAG,TMILAG,EGLE,Gas Natural Cogeneración
TMILLAN,TMILLAN,EGLE,Gas Natural Cogeneración
TMIRALP,MIRALCAMP,LMER,Gas Natural Cogeneración
TMONZO,TMONZO,EGLE,Gas Natural Cogeneración
TMOVIAL,TMOVIAL,EENER,Gas Natural Cogeneración
TMOVIAS,TMOVIAS,EENER,Derivados del petróleo ó carbón
TMOYGI,TMOYGI,CEG,Gas Natural Cogeneración
TNARAN,UP ARAN,GEMSL,Gas Natural Cogeneración
TNCA,NCA,AME,Gas Natural Cogeneración
TNCINCA,UP CINCA V,GEMSL,Gas Natural Cogeneración
TNEO,COG NEOELE,CLIDM,Gas Natural Cogeneración
TNEOROD,TNEOROD,EGLE,Gas Natural Cogeneración
TNESEP,TNESPE,AME,Gas Natural Cogeneración
TNFUEDP,UP FDP,GEMSL,Gas Natural Cogeneración
TNGRADO,UP TN GRAD,GEMSL,Gas Natural Cogeneración
TNMORON,UP MORON,GEMSL,Gas Natural Cogeneración
TNOEL,TNOEL,NOEL,Gas Natural Cogeneración
TNPCE,TNPCE,WMARK,Gas Natural Cogeneración
TNSA,NSA,AME,Gas Natural Cogeneración
TNUCE,TNUCE,EGLE,Derivados del petróleo ó carbón
TOECC01,TRISO,TRISO,Comercializadores mercado libre
TOFGE,TOFGE,GNRA,Solar fotovoltaica
TOLEPU,TOLEPU,EGLE,Gas Natural Cogeneración
TOLEXTR,TOLEXTR,COGEN,Gas Natural Cogeneración
TOMMC01,TOMMI,TOMMY,Comercializadores mercado libre
TOREC01,TOREC01,TOREN,Comercializadores mercado libre
TOREMB,TOREMB,EGLE,Derivados del petróleo ó carbón
TORIA,TORIA,EGLE,Gas Natural Cogeneración
TORMC01,TORMESH,TORME,Comercializadores mercado libre
TORTE01,TORTE CU,TORTE,Consumos directos en mercado
TOTGCP3,TOTGCP3,TOTGA,Exportación Francia
TOTGVP3,TOTGVP3,TOTGA,Importación Francia
TPAARA,TPAARA,EGLE,Gas Natural Cogeneración
TPALAC,TPALAC,EGLE,Gas Natural Cogeneración
